Pyranine in 1-butanol 4th run 5 more minutes of sonication,,Pyranine in 1-butanol 5th run 10 more min sonication (20 total),,Pyranine in 1-butanol 5th rerun 10 more min sonication (20 total),,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
482.983551,0.02673651464,482.983551,0.02931534499,482.983551,0.02901118062,
482.7928467,0.02681514621,482.7928467,0.02920940146,482.7928467,0.02905435488,
482.6021729,0.02692254633,482.6021729,0.02916383184,482.6021729,0.02901552618,
482.4114685,0.02694537863,482.4114685,0.02927870676,482.4114685,0.02901184559,
482.1826477,0.02693397552,482.1826477,0.02925799415,482.1826477,0.02899050899,
481.9919434,0.02696752362,481.9919434,0.02930080518,481.9919434,0.02904959582,
481.8012695,0.02699407563,481.8012695,0.02934126742,481.8012695,0.02902548946,
481.6105347,0.02698063478,481.6105347,0.02926616371,481.6105347,0.02901447378,
481.3816833,0.02717779204,481.3816833,0.02931800298,481.3816833,0.02909125015,
481.190918,0.02723431587,481.190918,0.02935663797,481.190918,0.02901738137,
481.0002136,0.02728550136,481.0002136,0.02938405797,481.0002136,0.02902858891,
480.8095398,0.02722282335,480.8095398,0.02926032059,480.8095398,0.02888326161,
480.5805969,0.02726044506,480.5805969,0.02929078043,480.5805969,0.02905665338,
480.3898621,0.02736643702,480.3898621,0.02921056561,480.3898621,0.02901909687,
480.1990356,0.02742373198,480.1990356,0.02904588543,480.1990356,0.02893444709,
480.0083008,0.02737611532,480.0083008,0.02901735343,480.0083008,0.02894628979,
479.7793579,0.02732387185,479.7793579,0.02904300764,479.7793579,0.02893154137,
479.588562,0.02737120725,479.588562,0.02910503559,479.588562,0.0289862752,
479.3977966,0.02739227191,479.3977966,0.02923529036,479.3977966,0.02905665338,
479.2069702,0.02742312476,479.2069702,0.02936004475,479.2069702,0.02906193957,
478.9780273,0.02736166865,478.9780273,0.02939873748,478.9780273,0.02904945612,
478.7871704,0.02743332647,478.7871704,0.02932229638,478.7871704,0.0291204527,
478.596344,0.02743660845,478.596344,0.02942250483,478.596344,0.02903932706,
478.4055786,0.02735844254,478.4055786,0.02942906879,478.4055786,0.02906243689,
478.2146912,0.02737288922,478.2146912,0.02936151251,478.2146912,0.02909315936,
477.9856873,0.02750791982,477.9856873,0.0294825919,477.9856873,0.02923695184,
477.7948303,0.02737931348,477.7948303,0.02935846522,477.7948303,0.0291552227,
477.6039429,0.02741614915,477.6039429,0.02935079485,477.6039429,0.02906274237,
477.4131165,0.02739257365,477.4131165,0.02936663665,477.4131165,0.02916017734,
477.184021,0.02734264545,477.184021,0.02934655733,477.184021,0.02905515768,
476.9931946,0.02736558206,476.9931946,0.02941646613,476.9931946,0.0291615054,
476.8022766,0.02725162543,476.8022766,0.02926538885,476.8022766,0.02906351723,
476.6113892,0.02738008462,476.6113892,0.02933960408,476.6113892,0.02920012735,
476.3822632,0.02734799311,476.3822632,0.02932578512,476.3822632,0.0291504059,
476.1913757,0.02739422955,476.1913757,0.02924417704,476.1913757,0.02917961217,
476.0004272,0.02745657228,476.0004272,0.02929186076,476.0004272,0.02925104462,
475.8095093,0.02742874995,475.8095093,0.02914666757,475.8095093,0.02920134552,
475.5803833,0.02733352035,475.5803833,0.02910257131,475.5803833,0.02920314483,
475.3894348,0.02735505067,475.3894348,0.02915538847,475.3894348,0.02925506048,
475.1984863,0.02737683058,475.1984863,0.02916892618,475.1984863,0.029277822,
475.0075378,0.0273372978,475.0075378,0.02918329462,475.0075378,0.02921422012,
474.7783508,0.02732709795,474.7783508,0.02908884175,474.7783508,0.0292713698,
474.5874329,0.02741747163,474.5874329,0.02910248749,474.5874329,0.02927491441,
474.3963928,0.0272591766,474.3963928,0.02895212919,474.3963928,0.02936768904,
474.2054443,0.02735791914,474.2054443,0.02882331423,474.2054443,0.02935763448,
473.9762878,0.02722621337,473.9762878,0.02869033441,473.9762878,0.02930050157,
473.7852173,0.02729608491,473.7852173,0.02863674425,473.7852173,0.02932182513,
473.5942383,0.02716977336,473.5942383,0.02853331715,473.5942383,0.02917861566,
473.4031677,0.02718101628,473.4031677,0.02864487283,473.4031677,0.02930462733,
473.2121887,0.02723550238,473.2121887,0.0287338905,473.2121887,0.02933749929,
472.9829102,0.0272205919,472.9829102,0.028832471,472.9829102,0.02928114496,
472.7919006,0.02716966346,472.7919006,0.028896017,472.7919006,0.02924689092,
472.6007996,0.02718765847,472.6007996,0.02905380167,472.6007996,0.02929529548,
472.409729,0.0272455886,472.409729,0.02924431674,472.409729,0.02937738225,
472.1805115,0.02718134783,472.1805115,0.02939106524,472.1805115,0.02927674167,
471.9894409,0.02715081349,471.9894409,0.02964130975,471.9894409,0.0292565003,
471.7983704,0.02708553895,471.7983704,0.02983321995,471.7983704,0.02918420732,
471.6072998,0.02720096894,471.6072998,0.03015510738,471.6072998,0.02921391465,
471.3778992,0.02717357501,471.3778992,0.03035648726,471.3778992,0.0292026177,
471.1868896,0.02723822929,471.1868896,0.03058512323,471.1868896,0.02921532653,
470.9957581,0.02715188824,470.9957581,0.03079681844,470.9957581,0.02920560911,
470.8045959,0.02711121738,470.8045959,0.03086860105,470.8045959,0.02917077951,
470.6135254,0.02707195655,470.6135254,0.03097078018,470.6135254,0.02924063429,
470.3841553,0.02720058337,470.3841553,0.03099160269,470.3841553,0.0292830281,
470.1930237,0.02717117779,470.1930237,0.03095827065,470.1930237,0.02929324657,
470.0018616,0.02712943032,470.0018616,0.03092911094,470.0018616,0.02918409742,
469.81073,0.02713998407,469.81073,0.0308640711,469.81073,0.02920466661,
469.5812988,0.02722932771,469.5812988,0.03076800331,469.5812988,0.02909911051,
469.3901367,0.02721133083,469.3901367,0.0307644736,469.3901367,0.02913708985,
469.1990051,0.02730567753,469.1990051,0.03069718182,469.1990051,0.02918833308,
469.007782,0.02730281092,469.007782,0.03069187514,469.007782,0.02908513322,
468.7783508,0.0273515787,468.7783508,0.03080446087,468.7783508,0.02921050973,
468.5871582,0.02735794708,468.5871582,0.0307557229,468.5871582,0.02920981683,
468.3959656,0.02733897977,468.3959656,0.03074210696,468.3959656,0.02917977795,
468.2047424,0.02728448063,468.2047424,0.03061062284,468.2047424,0.02917150036,
468.0135193,0.02737898193,468.0135193,0.03046865202,468.0135193,0.02918285131,
467.7840576,0.02732307278,467.7840576,0.03014697693,467.7840576,0.02913609333,
467.5928345,0.02740393393,467.5928345,0.03008968383,467.5928345,0.02919143252,
467.4015808,0.02731438912,467.4015808,0.02983857132,467.4015808,0.02916535363,
467.2103577,0.0272455886,467.2103577,0.02975054644,467.2103577,0.02912895195,
466.980835,0.02735254355,466.980835,0.02969363891,466.980835,0.02916020527,
466.7895508,0.02747620642,466.7895508,0.02957078256,466.7895508,0.02920139953,
466.5982971,0.02747719921,466.5982971,0.02938500047,466.5982971,0.02912673727,
466.4070129,0.02749175951,466.4070129,0.02942959592,466.4070129,0.02909484878,
466.1774597,0.02749120817,466.1774597,0.02941253223,466.1774597,0.02902889252,
465.9861755,0.02754507028,465.9861755,0.02941929176,465.9861755,0.02902667969,
465.7949219,0.02762906253,465.7949219,0.02951472998,465.7949219,0.02912513167,
465.6035461,0.02761320025,465.6035461,0.02958893217,465.6035461,0.02922111377,
465.4122925,0.02754325047,465.4122925,0.02957438491,465.4122925,0.02917299606,
465.1826782,0.02757472172,465.1826782,0.02947671711,465.1826782,0.02915782481,
464.9913635,0.02755532973,464.9913635,0.02937577665,464.9913635,0.02914688922,
464.7999878,0.02772068605,464.7999878,0.02943610586,464.7999878,0.02924500778,
464.6086731,0.02764602937,464.6086731,0.0293661654,464.6086731,0.02916363813,
464.3790588,0.02764147706,464.3790588,0.0293802917,464.3790588,0.02913108282,
464.1876831,0.02775614336,464.1876831,0.02957410738,464.1876831,0.02914882638,
463.9962769,0.02775001712,463.9962769,0.02954592742,463.9962769,0.02916712686,
463.8049622,0.02780747227,463.8049622,0.02971129492,463.8049622,0.02922047675,
463.6135559,0.02778026089,463.6135559,0.02966442518,463.6135559,0.02907525189,
463.3839111,0.02788409032,463.3839111,0.02971830778,463.3839111,0.02912463248,
463.1925049,0.02788072266,463.1925049,0.0296956338,463.1925049,0.02910448052,
463.0010986,0.0279277321,463.0010986,0.02964782342,463.0010986,0.02901583165,
462.8097229,0.02808798291,462.8097229,0.02968881465,462.8097229,0.02917022631,
462.5799561,0.02798841149,462.5799561,0.0296558328,462.5799561,0.02903000079,
462.3886108,0.02803488076,462.3886108,0.02957424708,462.3886108,0.02906932868,
462.1970825,0.02812700532,462.1970825,0.02952450886,462.1970825,0.02899753861,
462.0056763,0.02822166122,462.0056763,0.02939308807,462.0056763,0.02904890291,
461.7759094,0.02819815464,461.7759094,0.02922180481,461.7759094,0.0289970953,
461.5845032,0.02829249576,461.5845032,0.02906520478,461.5845032,0.0290297512,
461.3930359,0.02838956565,461.3930359,0.02902294323,461.3930359,0.02908125892,
461.2015686,0.02842079289,461.2015686,0.02901680022,461.2015686,0.02913725562,
461.0101318,0.0283635892,461.0101318,0.02891444229,461.0101318,0.02909293957,
460.780304,0.02840183489,460.780304,0.02891815081,460.780304,0.02926710434,
460.5888367,0.02842748165,460.5888367,0.02900885604,460.5888367,0.02937682904,
460.3973389,0.02836964093,460.3973389,0.02900323831,460.3973389,0.02938832343,
460.2058105,0.02837179601,460.2058105,0.02901798859,460.2058105,0.02945233881,
459.9760132,0.02835062891,459.9760132,0.0290106833,459.9760132,0.02940009534,
459.7844849,0.02846576087,459.7844849,0.02919348143,459.7844849,0.02952506393,
459.592926,0.02856787294,459.592926,0.02932376415,459.592926,0.02952775173,
459.4014893,0.02847366594,459.4014893,0.02941679768,459.4014893,0.02938702144,
459.2098694,0.02858476527,459.2098694,0.02960758284,459.2098694,0.02947012335,
458.980072,0.02860348299,458.980072,0.02981860749,458.980072,0.02938915417,
458.7884521,0.0285939984,458.7884521,0.02981910668,458.7884521,0.02938505448,
458.5969543,0.02860726975,458.5969543,0.03000354953,458.5969543,0.02939666063,
458.4053955,0.02866163105,458.4053955,0.03006485477,458.4053955,0.02943715826,
458.1754761,0.02865828387,458.1754761,0.03011013009,458.1754761,0.0294489041,
457.9839172,0.02854998596,457.9839172,0.03001181595,457.9839172,0.02940751798,
457.7922668,0.02863306738,457.7922668,0.02999256551,457.7922668,0.02946832404,
457.600708,0.02864542603,457.600708,0.02992076054,457.600708,0.0294285994,
457.4090881,0.02857428603,457.4090881,0.0297337193,457.4090881,0.02943796106,
457.1791687,0.02863738127,457.1791687,0.02969286218,457.1791687,0.02949286997,
456.9875183,0.02853345498,456.9875183,0.02956086211,456.9875183,0.02948815934,
456.795929,0.0285402555,456.795929,0.02949577756,456.795929,0.02945671603,
456.604248,0.02857141197,456.604248,0.02952276357,456.604248,0.02945995703,
456.4126587,0.02852275781,456.4126587,0.02954537421,456.4126587,0.02947353199,
456.1826477,0.02842463553,456.1826477,0.0294841975,456.1826477,0.02941682562,
455.9910278,0.02839453891,455.9910278,0.02946790867,455.9910278,0.02936095931,
455.7993469,0.02840902098,455.7993469,0.02948223054,455.7993469,0.02936782688,
455.607666,0.02835604548,455.607666,0.02945291996,455.607666,0.02932985686,
455.3776245,0.02840949036,455.3776245,0.02940153517,455.3776245,0.02937915549,
455.1859741,0.02845605835,455.1859741,0.02940358594,455.1859741,0.02938691154,
454.9943237,0.02833534963,454.9943237,0.02934824675,454.9943237,0.02925135009,
454.8025513,0.02838804573,454.8025513,0.02955268882,454.8025513,0.02939009666,
454.6109009,0.02831739001,454.6109009,0.02956321836,454.6109009,0.02941073291,
454.3807983,0.02838798985,454.3807983,0.02962606773,454.3807983,0.02934226394,
454.1890869,0.02837135457,454.1890869,0.02966658585,454.1890869,0.02945918217,
453.997406,0.02840117179,453.997406,0.02957349829,453.997406,0.02949503064,
453.8056335,0.02838340215,453.8056335,0.0295605585,453.8056335,0.02956751361,
453.575531,0.02832178213,453.575531,0.02950752527,453.575531,0.02962046862,
453.3837891,0.02826398425,453.3837891,0.02927951142,453.3837891,0.02955138683,
453.1920776,0.02826677449,453.1920776,0.02927629836,453.1920776,0.02958239242,
453.0003357,0.02822862379,453.0003357,0.02928887121,453.0003357,0.02962340787,
452.8085327,0.02819630317,452.8085327,0.02924127132,452.8085327,0.02967226878,
452.5784302,0.02825370617,452.5784302,0.02926245332,452.5784302,0.02971875109,
452.3866272,0.02820884436,452.3866272,0.02917349339,452.3866272,0.02961919457,
452.1948242,0.02829050645,452.1948242,0.02933063172,452.1948242,0.02971966565,
452.0030518,0.02825481258,452.0030518,0.02921704389,452.0030518,0.029665865,
451.8111572,0.02829169482,451.8111572,0.02928557433,451.8111572,0.02974073403,
451.5810547,0.02827843279,451.5810547,0.0291867815,451.5810547,0.02964580059,
451.3892212,0.02831686474,451.3892212,0.02923537232,451.3892212,0.02971057408,
451.1974182,0.02833673172,451.1974182,0.02913988568,451.1974182,0.02977624536,
451.0056152,0.02836322971,451.0056152,0.02913614921,451.0056152,0.02983585373,
450.7753601,0.02836596593,450.7753601,0.02911034971,450.7753601,0.02980907075,
450.5835266,0.02839371003,450.5835266,0.02913656458,450.5835266,0.02990603633,
450.3916016,0.02854700014,450.3916016,0.02903077565,450.3916016,0.02989511006,
450.1997986,0.02846523561,450.1997986,0.0289130602,450.1997986,0.02985065989,
450.0079041,0.02846081369,450.0079041,0.02882964909,450.0079041,0.02984189801,
449.77771,0.02839677781,449.77771,0.02880453132,449.77771,0.02988088503,
449.5858154,0.0283538904,449.5858154,0.02875444107,449.5858154,0.02987531014,
449.3939209,0.02836673893,449.3939209,0.02873532847,449.3939209,0.02987098508,
449.2019653,0.02842369489,449.2019653,0.02872462571,449.2019653,0.02998957038,
449.0101318,0.0284944512,449.0101318,0.02872509696,449.0101318,0.02999950014,
448.7798157,0.02848668396,448.7798157,0.02865792438,448.7798157,0.03010488674,
448.5879211,0.0284898635,448.5879211,0.02859693021,448.5879211,0.03010036424,
448.3959656,0.02846844122,448.3959656,0.02847043239,448.3959656,0.03012264334,
448.2040405,0.02842546441,448.2040405,0.02824677341,448.2040405,0.03011479229,
448.012085,0.02838135697,448.012085,0.0280739814,448.012085,0.0301103536,
447.7817383,0.0284242481,447.7817383,0.02795911953,447.7817383,0.03012225591,
447.5897827,0.02841576375,447.5897827,0.0278381072,447.5897827,0.03020233475,
447.3978577,0.02844304219,447.3978577,0.02789736725,447.3978577,0.03026222438,
447.2059021,0.02839965187,447.2059021,0.02784898132,447.2059021,0.03031115793,
446.9754944,0.02835344896,446.9754944,0.02778296545,446.9754944,0.03029741719,
446.7835693,0.02835253626,446.7835693,0.02772201039,446.7835693,0.030279072,
446.5915527,0.02846935391,446.5915527,0.02789184637,446.5915527,0.03041004017,
446.3995056,0.02840446122,446.3995056,0.02792960964,446.3995056,0.03039454855,
446.2075195,0.02837074548,446.2075195,0.02805895917,446.2075195,0.03038505279,
445.9771423,0.02839550748,445.9771423,0.0279837735,445.9771423,0.03034499474,
445.7851257,0.02842770331,445.7851257,0.02807909064,445.7851257,0.03042378277,
445.5930786,0.02839351632,445.5930786,0.0280607827,445.5930786,0.03036317788,
445.401062,0.02847253159,445.401062,0.02812764049,445.401062,0.03046568111,
445.2090149,0.0284081921,445.2090149,0.02799862809,445.2090149,0.03043597192,
444.9785461,0.02850332484,444.9785461,0.02802667953,444.9785461,0.0304816477,
444.7865295,0.02861597948,444.7865295,0.02808875591,444.7865295,0.03052871674,
444.5944824,0.02851772681,444.5944824,0.0280602295,444.5944824,0.03050189093,
444.4024353,0.02862709388,444.4024353,0.02822552994,444.4024353,0.03057915159,
444.2103271,0.0286710877,444.2103271,0.02832288854,444.2103271,0.03059778921,
443.9798584,0.02860978618,443.9798584,0.02834518626,443.9798584,0.03058579005,
443.7877502,0.02857174352,443.7877502,0.02839804813,443.7877502,0.03056426533,
443.5956726,0.02869619615,443.5956726,0.02849320695,443.5956726,0.03075027652,
443.4035339,0.02871757373,443.4035339,0.02851399407,443.4035339,0.03069373593,
443.2114258,0.02868433297,443.2114258,0.02850672416,443.2114258,0.03060184419,
442.980896,0.02874296345,442.980896,0.02855780907,442.980896,0.03067851253,
442.7887573,0.02866019309,442.7887573,0.02858965844,442.7887573,0.03065598384,
442.5966492,0.02866077423,442.5966492,0.02863370255,442.5966492,0.03069179133,
442.4045105,0.02865571342,442.4045105,0.02849226817,442.4045105,0.03064892627,
442.2123718,0.02864971198,442.2123718,0.02860384248,442.2123718,0.03066292778,
441.981842,0.02862336114,441.981842,0.02864531614,441.981842,0.03077264316,
441.7896423,0.0285373535,441.7896423,0.02857108042,441.7896423,0.03083425201,
441.5975037,0.02849528007,441.5975037,0.02856002189,441.5975037,0.03080365434,
441.405365,0.02843027376,441.405365,0.02850343473,441.405365,0.03081129678,
441.1747131,0.02839028277,441.1747131,0.02845622413,441.1747131,0.03083783574,
440.9825439,0.02845238335,440.9825439,0.02827826701,440.9825439,0.03080407158,
440.7903442,0.02850630879,440.7903442,0.02816025726,440.7903442,0.03085962497,
440.5981445,0.02845445648,440.5981445,0.02792687528,440.5981445,0.03075744398,
440.4059753,0.02841667645,440.4059753,0.02774756216,440.4059753,0.03075939044,
440.175293,0.02841167338,440.175293,0.02768870816,440.175293,0.03079045564,
439.9830322,0.02850028314,439.9830322,0.02768208645,439.9830322,0.03080534935,
439.790863,0.02844425663,439.790863,0.02764911763,439.790863,0.03084767424,
439.5986328,0.02844378725,439.5986328,0.02766368538,439.5986328,0.0308557339,
439.4063721,0.02845534123,439.4063721,0.02763380669,439.4063721,0.03088252619,
439.1756897,0.0284633562,439.1756897,0.02767549269,439.1756897,0.03085742891,
438.9833984,0.02845125087,438.9833984,0.02763987705,438.9833984,0.03096669354,
438.7911682,0.02840592526,438.7911682,0.02769571543,438.7911682,0.03102312982,
438.598938,0.02838713303,438.598938,0.02767850086,438.598938,0.03098131716,
438.4066467,0.02840175293,438.4066467,0.02767284401,438.4066467,0.03104250878,
438.1759033,0.02847068012,438.1759033,0.02777289413,438.1759033,0.03106030449,
437.9836426,0.02835090645,437.9836426,0.02765193209,437.9836426,0.03100283444,
437.7913513,0.02833800204,437.7913513,0.02771127783,437.7913513,0.0309834294,
437.5990601,0.02826680243,437.5990601,0.02768887393,437.5990601,0.03094453923,
437.4067078,0.02824787796,437.4067078,0.02781539224,437.4067078,0.03101795912,
437.1759949,0.02823003195,437.1759949,0.02778409794,437.1759949,0.03101601265,
436.9836426,0.02825345844,436.9836426,0.02776249126,436.9836426,0.03109052964,
436.7913208,0.02823077701,436.7913208,0.02775956504,436.7913208,0.03108238056,
436.598999,0.02822900936,436.598999,0.02786567993,436.598999,0.03117481992,
436.4066162,0.02816870995,436.4066162,0.02786217444,436.4066162,0.03118961677,
436.1758118,0.02821307071,436.1758118,0.02796146646,436.1758118,0.03130742162,
435.983429,0.02810383402,435.983429,0.02791265957,435.983429,0.03125364706,
435.7910461,0.02808707021,435.7910461,0.02792850509,435.7910461,0.0312288627,
435.5987244,0.0280325897,435.5987244,0.02792312205,435.5987244,0.03128900379,
435.4063416,0.02802375332,435.4063416,0.0278846696,435.4063416,0.03127954528,
435.1755066,0.02789085358,435.1755066,0.02782623842,435.1755066,0.0312490575,
434.9831238,0.02788398042,434.9831238,0.02781588957,434.9831238,0.03129991144,
434.7906799,0.02786799893,434.7906799,0.02770573087,434.7906799,0.0313177444,
434.5983582,0.0276799351,434.5983582,0.02768365853,434.5983582,0.03123782016,
434.4059143,0.0276381392,434.4059143,0.02770769037,434.4059143,0.03132038563,
434.1750488,0.0276803486,434.1750488,0.02775037661,434.1750488,0.03133885935,
433.982605,0.02753516845,433.982605,0.02764707617,433.982605,0.03122852929,
433.7901306,0.02756377123,433.7901306,0.02778961696,433.7901306,0.03136262298,
433.5976868,0.02760503627,433.5976868,0.0278496705,433.5976868,0.03135686368,
433.405304,0.02751139551,433.405304,0.0277841799,433.405304,0.03128096461,
433.1743469,0.02746614069,433.1743469,0.0277930107,433.1743469,0.03130795062,
432.9819031,0.02737297118,432.9819031,0.02779524587,432.9819031,0.03122922406,
432.7894287,0.02736249566,432.7894287,0.02778622322,432.7894287,0.0312447194,
432.5969543,0.02738981694,432.5969543,0.02784784883,432.5969543,0.03124023974,
432.40448,0.02728497609,432.40448,0.02783932164,432.40448,0.03121490031,
432.2119751,0.02730281092,432.2119751,0.02797654085,432.2119751,0.03123629093,
431.9810181,0.02740837261,431.9810181,0.02806762978,431.9810181,0.03125729039,
431.7884827,0.02734821476,431.7884827,0.02816998027,431.7884827,0.03126816824,
431.5959473,0.02728693374,431.5959473,0.02816462144,431.5959473,0.03117546067,
431.4034729,0.02734052204,431.4034729,0.02831675299,431.4034729,0.03121373244,
431.2109375,0.02724851109,431.2109375,0.02835911326,431.2109375,0.03124697134,
430.9799805,0.0272707548,430.9799805,0.02835842222,430.9799805,0.03122850135,
430.787384,0.02725250646,430.787384,0.02849428542,430.787384,0.03128683567,
430.5949097,0.02723387629,430.5949097,0.0285612382,430.5949097,0.03125039488,
430.4023438,0.02718222886,430.4023438,0.02854946069,430.4023438,0.03123595566,
430.2098083,0.02710683644,430.2098083,0.02849503234,430.2098083,0.03122193739,
429.9787292,0.02728042938,429.9787292,0.02852662653,429.9787292,0.03130316734,
429.7861633,0.0272853896,429.7861633,0.02862369455,429.7861633,0.03129390255,
429.5935669,0.02716098167,429.5935669,0.02847377583,429.5935669,0.03114887141,
429.401001,0.02719799243,429.401001,0.02850252204,429.401001,0.03126249462,
429.2084351,0.02723682486,429.2084351,0.02854199708,429.2084351,0.03127406538,
428.9772949,0.02735386603,428.9772949,0.02857716195,428.9772949,0.03133093193,
428.784668,0.02731469274,428.784668,0.02852576971,428.784668,0.03129490465,
428.5921021,0.02732276917,428.5921021,0.02851996571,428.5921021,0.03138799965,
428.3994751,0.02740680054,428.3994751,0.02852773294,428.3994751,0.03138944507,
428.2068481,0.02744303271,428.2068481,0.02841830626,428.2068481,0.03143703192,
427.9757385,0.02734771743,427.9757385,0.02832255699,427.9757385,0.03141529858,
427.7831116,0.0274380967,427.7831116,0.02826743759,427.7831116,0.031395372,
427.5904236,0.02733994462,427.5904236,0.0281159021,427.5904236,0.03146622702,
427.3977966,0.02740382403,427.3977966,0.02805760689,427.3977966,0.03143141046,
427.2051697,0.02737233788,427.2051697,0.02795152739,427.2051697,0.03137402982,
426.973999,0.02746920101,426.973999,0.02788966522,426.973999,0.03150610998,
426.7813416,0.02753340453,426.7813416,0.02789946459,426.7813416,0.03159930557,
426.588623,0.02753229998,426.588623,0.02787589282,426.588623,0.0316397585,
426.3959961,0.02752802521,426.3959961,0.02777929604,426.3959961,0.03161993623,
426.2033081,0.02762862109,426.2033081,0.02790857479,426.2033081,0.03166055679,
426.0105896,0.02769419923,426.0105896,0.0280004777,426.0105896,0.03168353066,
425.7793579,0.02766081505,425.7793579,0.02822141349,425.7793579,0.03170162812,
425.5866394,0.02773219161,425.5866394,0.02844074741,425.5866394,0.03180901706,
425.3939209,0.02781301923,425.3939209,0.02868839912,425.3939209,0.03188341856,
425.2012024,0.02783945948,425.2012024,0.02879388258,425.2012024,0.03192111105,
425.0085449,0.02791558579,425.0085449,0.02911466733,425.0085449,0.03190620616,
424.7772217,0.02783465758,424.7772217,0.02909651026,424.7772217,0.03191905096,
424.5844421,0.0279558897,424.5844421,0.02922659554,424.5844421,0.03197519481,
424.3917236,0.02809847705,424.3917236,0.02939474955,424.3917236,0.03201629221,
424.1990051,0.02811675891,424.1990051,0.02954917029,424.1990051,0.0321563445,
424.0062256,0.02821133099,424.0062256,0.02973604761,424.0062256,0.03229167312,
423.7749023,0.02829268947,423.7749023,0.02979504131,423.7749023,0.03233255446,
423.5821533,0.0284345299,423.5821533,0.02998887748,423.5821533,0.03250459209,
423.3893738,0.02837069146,423.3893738,0.02999778092,423.3893738,0.03253675997,
423.1965942,0.02859695815,423.1965942,0.03019648045,423.1965942,0.0326057896,
423.0037842,0.0286836978,423.0037842,0.03027649038,423.0037842,0.03276183084,
422.8110046,0.02880276181,422.8110046,0.03047045693,422.8110046,0.03292459995,
422.5796509,0.02884892933,422.5796509,0.0305396039,422.5796509,0.03305469453,
422.3868103,0.02896762453,422.3868103,0.03068868071,422.3868103,0.0331860818,
422.1940002,0.02904740907,422.1940002,0.03079209477,422.1940002,0.03333816677,
422.0011902,0.02900902368,422.0011902,0.03082193993,422.0011902,0.03323928639,
421.8083191,0.02915962413,421.8083191,0.03099557757,421.8083191,0.03345753625,
421.5769653,0.02933107503,421.5769653,0.03119492903,421.5769653,0.03364638239,
421.3840942,0.02946704999,421.3840942,0.03126230091,421.3840942,0.03370745108,
421.1912231,0.02961323597,421.1912231,0.03137775883,421.1912231,0.03386215121,
420.9983521,0.02973178029,420.9983521,0.03148311749,420.9983521,0.0340372324,
420.805542,0.02999963984,420.805542,0.0317296721,420.805542,0.03416707367,
420.5740662,0.03018471412,420.5740662,0.03208331764,420.5740662,0.03447128087,
420.3811951,0.0304394979,420.3811951,0.03239031136,420.3811951,0.03468465433,
420.188324,0.03070148826,420.188324,0.03279937804,420.188324,0.03495325893,
419.9954224,0.0307531096,419.9954224,0.0330539383,419.9954224,0.03510506824,
419.8024902,0.03091371246,419.8024902,0.03335519135,419.8024902,0.03534208611,
419.6096191,0.03121720813,419.6096191,0.03382960707,419.6096191,0.0356490314,
419.3781738,0.03137848154,419.3781738,0.03423006088,419.3781738,0.03583922982,
419.1852417,0.03170374408,419.1852417,0.03455454856,419.1852417,0.03630131111,
418.9922791,0.03195468709,418.9922791,0.03491269425,418.9922791,0.03655892238,
418.7993774,0.03213794902,418.7993774,0.03520308062,418.7993774,0.03673444688,
418.6064453,0.03239340708,418.6064453,0.03550801799,418.6064453,0.03693312407,
418.3749084,0.03260481358,418.3749084,0.03599272296,418.3749084,0.03734652326,
418.1819458,0.03287017718,418.1819458,0.03627578542,418.1819458,0.03759484366,
417.9890137,0.0332123749,417.9890137,0.03686410934,417.9890137,0.03801034391,
417.796051,0.03364025801,417.796051,0.03736110777,417.796051,0.03848005831,
417.6030884,0.03381919488,417.6030884,0.03757991269,417.6030884,0.03872351348,
417.4100647,0.03416046128,417.4100647,0.0380628705,417.4100647,0.03915691748,
417.1785278,0.03455796838,417.1785278,0.03852319345,417.1785278,0.03965223953,
416.9855652,0.03473765031,416.9855652,0.03886407614,416.9855652,0.03995518014,
416.7925415,0.03518680111,416.7925415,0.03939023614,416.7925415,0.0405905433,
416.5995789,0.03558347747,416.5995789,0.04003173113,416.5995789,0.0411086753,
416.4065552,0.03604706004,416.4065552,0.04061783105,416.4065552,0.04161765054,
416.1749573,0.03637800738,416.1749573,0.04107552394,416.1749573,0.04213452712,
415.9819031,0.03677312657,415.9819031,0.04172549769,415.9819031,0.04261375219,
415.7888794,0.03727760911,415.7888794,0.04232002422,415.7888794,0.04321278632,
415.5958557,0.03762891516,415.5958557,0.04281519726,415.5958557,0.04386685789,
415.4028015,0.03828833625,415.4028015,0.04359772056,415.4028015,0.04449196905,
415.2097778,0.03856149688,415.2097778,0.04404318333,415.2097778,0.04500317946,
414.9781494,0.03902405128,414.9781494,0.04455417767,414.9781494,0.0455651544,
414.7850647,0.03946498781,414.7850647,0.04511838779,414.7850647,0.04612382874,
414.5919495,0.03994805738,414.5919495,0.04581563547,414.5919495,0.04688388109,
414.3989563,0.04048625007,414.3989563,0.04661024734,414.3989563,0.04761860147,
414.2058411,0.04107216746,414.2058411,0.04732787609,414.2058411,0.04837106168,
413.9741211,0.04166161269,413.9741211,0.04805262387,413.9741211,0.04912865162,
413.7810669,0.04212659597,413.7810669,0.04865860566,413.7810669,0.04964944348,
413.5879517,0.04259639233,413.5879517,0.04912282526,413.5879517,0.05030819774,
413.3948669,0.04293962941,413.3948669,0.04973427951,413.3948669,0.05085601658,
