Baseline 100%T,,Pyranine in 10M water in 70:30 1-butanol:acetonitrile,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
537.1862183,0.03044946492,537.1862183,0.004199319519,
536.9978027,0.03044546768,536.9978027,0.00420316169,
536.8092041,0.03038580343,536.8092041,0.004296823405,
536.5831299,0.03036895208,536.5831299,0.004365193658,
536.3945923,0.03033497371,536.3945923,0.004368043505,
536.2061157,0.03026819043,536.2061157,0.004414928611,
536.0176392,0.0301888492,536.0176392,0.004442387726,
535.7913818,0.03011054732,535.7913818,0.004517215304,
535.6027832,0.03007209487,535.6027832,0.004535159096,
535.4143066,0.0300350897,535.4143066,0.004549964797,
535.1880493,0.0299414508,535.1880493,0.004544366617,
534.9994507,0.03063498251,534.9994507,0.004562285263,
534.8109131,0.03059323505,534.8109131,0.00449916767,
534.5846558,0.03061414883,534.5846558,0.00438974658,
534.3961182,0.03053752147,534.3961182,0.004382137209,
534.2075195,0.03051474877,534.2075195,0.004242892843,
533.9811401,0.03045887873,533.9811401,0.004242422059,
533.7926025,0.03049050644,533.7926025,0.004132909235,
533.6039429,0.0304866191,533.6039429,0.004157161806,
533.4153442,0.03050944395,533.4153442,0.004044038244,
533.1889648,0.03058795631,533.1889648,0.003895499045,
533.0003052,0.02989718877,533.0003052,0.003715940518,
532.8117065,0.02990365028,532.8117065,0.003620081116,
532.5852661,0.02989017405,532.5852661,0.003524634289,
532.3966064,0.0298799146,532.3966064,0.003443715163,
532.2079468,0.02985479124,532.2079468,0.003389473306,
531.9815674,0.02984705567,531.9815674,0.003266612533,
531.7928467,0.02988016233,531.7928467,0.003218964441,
531.604187,0.02986848913,531.604187,0.003142691217,
531.4154053,0.02986521646,531.4154053,0.003140214365,
531.1890259,0.02991233021,531.1890259,0.003072636202,
531.0002441,0.03061417677,531.0002441,0.003076963825,
530.8115234,0.03070632182,530.8115234,0.002995450515,
530.585022,0.03070182167,530.585022,0.003044560086,
