Pyranine in Acetonitrile1,,
Wavelength (nm),Abs,
549.9864502,0.005711256992,
549.798645,0.005926280282,
549.6106567,0.005863646045,
549.3852539,0.005832319148,
549.1972656,0.00575996656,
549.0093994,0.005613172892,
548.7838745,0.005715374835,
548.5959473,0.005692844745,
548.407959,0.005635200534,
548.182373,0.005646188743,
547.9944458,0.005641337018,
547.8065186,0.005562670995,
547.6184692,0.005587527994,
547.3929443,0.00557604339,
547.204834,0.005597466137,
547.0169067,0.005555801559,
546.7911987,0.00559340138,
546.6032104,0.005556378514,
546.4151611,0.005595577881,
546.1895752,0.005587396678,
546.0014648,0.005616765469,
545.8134155,0.005597911775,
545.5877686,0.005623006728,
545.3996582,0.005562881008,
545.2114868,0.005649335682,
544.9858398,0.005649256986,
544.7977295,0.005640681367,
544.6096191,0.005640157033,
544.3838501,0.00557593815,
544.1957397,0.005589179695,
544.0075684,0.005514691584,
543.7818604,0.005423335824,
543.5936279,0.005467163399,
543.4054565,0.005448997486,
543.2173462,0.005457333289,
542.9915161,0.005522084888,
542.8033447,0.005520380568,
542.6150513,0.005607482512,
542.3892212,0.005663733464,
542.2009888,0.005705644377,
542.0127563,0.005693028681,
541.7868652,0.005701605231,
541.5986938,0.005662789103,
541.4104004,0.005706509575,
541.1844482,0.005673463456,
540.9962769,0.005722089671,
540.8079224,0.005664625205,
540.5820313,0.005620279349,
540.3937378,0.005514088552,
540.2053833,0.005578245968,
540.0170898,0.005572346039,
539.7910767,0.00558078941,
539.6027832,0.005638242699,
539.4143677,0.005586138461,
539.1884155,0.005585561506,
539,0.005587632768,
538.8117065,0.005609606858,
538.5855713,0.005504860543,
538.3972168,0.005436939653,
538.2088623,0.005459194537,
537.9827271,0.005378254689,
537.7943726,0.005359044299,
537.605957,0.005291041452,
537.4174805,0.005253546406,
537.1914063,0.005109569523,
537.0029297,0.005033566151,
536.8144531,0.00512842834,
536.5883179,0.00531137595,
536.3999023,0.005381399766,
536.2114258,0.005442706402,
535.9852295,0.005430360325,
535.7966919,0.005467163399,
535.6082153,0.005428316072,
535.382019,0.005391359329,
535.1934814,0.005411436316,
535.0049438,0.005449469201,
534.8164063,0.005501531065,
534.5900879,0.005541328806,
534.4015503,0.005634335335,
534.2130127,0.005589992739,
533.9867554,0.005643618759,
533.7981567,0.005684137344,
533.6095581,0.00562596973,
533.3832397,0.005634518806,
533.1946411,0.005599930882,
533.0060425,0.005592693575,
532.8173828,0.005629169289,
532.5910645,0.005642123986,
532.4024048,0.005719597917,
532.2137451,0.005763770081,
531.9873657,0.005802935921,
531.7987061,0.005741866771,
531.6099854,0.005802515894,
531.383606,0.005856981501,
531.1948853,0.005869785789,
531.0062256,0.005874246359,
530.8175049,0.005900511518,
530.5910645,0.005898464937,
530.4023438,0.00585656194,
530.213623,0.005918853916,
529.9870605,0.005952863954,
529.7984009,0.005950974301,
529.6096191,0.005874534603,
529.3830566,0.005860812031,
529.1942749,0.005909144878,
529.0054932,0.005842787214,
528.8167725,0.005780925974,
528.5901489,0.005764137022,
528.4013672,0.005711230915,
528.2125244,0.005683743861,
527.9859009,0.005668559112,
527.7970581,0.0056404192,
527.6082764,0.005713014398,
527.3815918,0.005720935296,
527.192749,0.005741604604,
527.0039063,0.00580566423,
526.8150635,0.005769698415,
526.5883789,0.005820250604,
526.3994751,0.005831426941,
526.2105713,0.005915757269,
525.9838867,0.005922291428,
525.7949829,0.005897100549,
525.6060181,0.005925178062,
525.4170532,0.005888651125,
525.1903687,0.005869811866,
525.0013428,0.005882800091,
524.812439,0.00588180311,
524.5856323,0.005840399768,
524.3967285,0.005936803296,
524.2077026,0.005874587223,
523.980896,0.005916439462,
523.7918701,0.005950422958,
523.6028442,0.005925072823,
523.4138794,0.005876056384,
523.1870117,0.005967927631,
522.9979858,0.005867870059,
522.809021,0.005907281768,
522.5820923,0.005956616718,
522.3930664,0.005958925933,
522.2040405,0.00602238765,
522.0148926,0.005984776653,
521.7880249,0.005936593283,
521.598877,0.005874770693,
521.40979,0.005899121054,
521.1828613,0.005943022668,
520.9937744,0.006028739735,
520.8045654,0.006001888774,
520.6154785,0.006038661115,
520.3885498,0.006091266405,
520.1993408,0.006130041555,
