pyranine in water, sample prepared on Jan-24th,,pyranine in 1-butanol, sample prepared on Jan-24th, 2nd run,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
505.6113281,0.001228601672,505.6113281,0.001103262301,
505.3836365,0.001148576499,505.3836365,0.001164772431,
505.1938782,0.001173649332,505.1938782,0.001098123845,
505.0041504,0.001264401013,505.0041504,0.001176530379,
504.8143616,0.001181436121,504.8143616,0.001069707912,
504.5865479,0.001197114121,504.5865479,0.00117214385,
504.3968201,0.001180371968,504.3968201,0.001115563558,
504.2070007,0.001166745089,504.2070007,0.001108348835,
503.9792175,0.001204589964,503.9792175,0.00111657579,
503.7894287,0.001151872799,503.7894287,0.001105338451,
503.5995789,0.001161917346,503.5995789,0.001249109977,
503.409729,0.001193947392,503.409729,0.001166329719,
503.1818848,0.001241347869,503.1818848,0.001109231263,
502.9920959,0.001256638672,502.9920959,0.001230626483,
502.8021545,0.001142036053,502.8021545,0.001168561983,
502.6123657,0.001283275429,502.6123657,0.001132225501,
502.384491,0.001177932019,502.384491,0.001136118546,
502.1946411,0.001171884243,502.1946411,0.001152625424,
502.0046997,0.001208847039,502.0046997,0.001174869249,
501.8148193,0.001271826099,501.8148193,0.001194103155,
501.5869141,0.001291557564,501.5869141,0.001153300283,
501.3970337,0.00120928837,501.3970337,0.001143852831,
501.2071533,0.001231041853,501.2071533,0.001227225875,
500.9791565,0.001172507182,500.9791565,0.001087743323,
500.7892151,0.001232755138,500.7892151,0.001192441909,
500.5993347,0.001220087055,500.5993347,0.001191948657,
500.4093323,0.001294906833,500.4093323,0.001182630192,
500.1813965,0.001349225291,500.1813965,0.001190884388,
499.9914551,0.001269307802,499.9914551,0.001242827624,
499.8014221,0.001180994906,499.8014221,0.001142010093,
499.6114807,0.001254977076,499.6114807,0.001227537286,
499.3834534,0.001175933401,499.3834534,0.001100122114,
499.193512,0.001162176835,499.193512,0.001105520059,
499.003418,0.001206121524,499.003418,0.001116679632,
498.813446,0.001155402628,498.813446,0.001108270953,
498.5853882,0.00116072339,498.5853882,0.001091532176,
498.3953552,0.001195920166,498.3953552,0.00120817218,
498.2053223,0.001160515705,498.2053223,0.001143515459,
498.0152283,0.001221904182,498.0152283,0.001212117844,
497.7872009,0.001197295845,497.7872009,0.001142944442,
497.5971069,0.001241529593,497.5971069,0.001191559364,
497.407074,0.001176660182,497.407074,0.001171027776,
497.1789856,0.001159140142,497.1789856,0.001136222389,
496.9888611,0.001134976512,496.9888611,0.001144813141,
496.7987671,0.001141516957,496.7987671,0.001122778514,
496.6087036,0.001200981787,496.6087036,0.001151301782,
496.3805542,0.001121506793,496.3805542,0.001118600019,
496.1904907,0.001168639865,496.1904907,0.00117977499,
496.0003052,0.001108348835,496.0003052,0.001176919788,
495.8101807,0.00111507054,495.8101807,0.001161268447,
495.5819702,0.001259442419,495.5819702,0.001115537714,
495.3918457,0.001163578476,495.3918457,0.001075494685,
495.2016602,0.001153871301,495.2016602,0.001138713909,
495.0115356,0.001136300154,495.0115356,0.001174350153,
494.7832642,0.001154416357,494.7832642,0.001134120044,
494.5931091,0.001173571451,494.5931091,0.001138402498,
494.4029541,0.001188236871,494.4029541,0.001181280473,
494.2127075,0.001180190244,494.2127075,0.001161450171,
493.9844666,0.00114668184,493.9844666,0.001167134382,
493.7943115,0.00114380091,493.7943115,0.00114380091,
493.6040649,0.00113188813,493.6040649,0.001139881788,
493.4138489,0.001226784545,493.4138489,0.001235896256,
493.1855164,0.001126749325,493.1855164,0.001175647951,
492.9952698,0.001136897132,492.9952698,0.001123894472,
492.8051147,0.001183279091,492.8051147,0.001129863667,
492.6147766,0.001189093455,492.6147766,0.001176426653,
492.3865051,0.001199606108,492.3865051,0.001206822344,
492.196167,0.001178503153,492.196167,0.001150341472,
492.0058899,0.001215310651,492.0058899,0.001120858011,
491.7775269,0.001230366877,491.7775269,0.001173285884,
491.5872803,0.001312198699,491.5872803,0.001205654233,
491.3969116,0.001201552921,491.3969116,0.001186861075,
491.2066345,0.001239063335,491.2066345,0.001195452875,
490.978241,0.001241010381,490.978241,0.001190469135,
490.7878723,0.001256638672,490.7878723,0.001206458895,
490.5975647,0.001251809881,490.5975647,0.001267957734,
490.4072266,0.001267282758,490.4072266,0.00118751009,
490.1788025,0.001283612917,490.1788025,0.001265725004,
489.9884644,0.001257287688,489.9884644,0.001244411222,
489.7980652,0.001267049112,489.7980652,0.001219931291,
489.607666,0.001290752669,489.607666,0.001240672893,
489.3792114,0.001295581809,489.3792114,0.001273176051,
489.1888428,0.001291116117,489.1888428,0.00125822227,
488.9984436,0.001235299162,488.9984436,0.001282210927,
488.8079834,0.001233585877,488.8079834,0.001251809881,
488.5795593,0.001224863576,488.5795593,0.001194518409,
488.3890991,0.001239530626,488.3890991,0.001221800339,
488.1986694,0.00126920396,488.1986694,0.001186471782,
488.0081787,0.001243606443,488.0081787,0.001240075799,
487.7797241,0.001213571522,487.7797241,0.00125092722,
487.5892334,0.001239764271,487.5892334,0.001248019631,
487.3987732,0.001264478895,487.3987732,0.001263829879,
487.2083435,0.001257729018,487.2083435,0.00118392799,
486.9797363,0.00127312413,486.9797363,0.001232235925,
486.7892151,0.001279640594,486.7892151,0.001266010571,
486.5987854,0.001194674172,486.5987854,0.00124267186,
486.4082642,0.001196672907,486.4082642,0.001220528386,
486.179657,0.001234208932,486.179657,0.001258196309,
485.9891357,0.001182863838,485.9891357,0.001174661564,
485.7986145,0.001234650263,485.7986145,0.001213026349,
485.6080933,0.001169522293,485.6080933,0.00121081993,
485.379425,0.001243736246,485.379425,0.001209547976,
485.1889038,0.001223331899,485.1889038,0.00120970374,
484.998291,0.001227952656,484.998291,0.001227199915,
484.8077698,0.001285352395,484.8077698,0.001219022786,
484.5790405,0.001246332191,484.5790405,0.001208847039,
484.3885193,0.001235273201,484.3885193,0.001227407483,
484.1979065,0.001254120376,484.1979065,0.001192623517,
484.0072937,0.001221488928,484.0072937,0.00124923978,
483.7786255,0.001208743197,483.7786255,0.001205316745,
483.5879517,0.0012578069,483.5879517,0.001191637246,
483.3973999,0.001232391689,483.3973999,0.001284781261,
483.2067871,0.001262791455,483.2067871,0.001183305052,
482.9779663,0.001243528561,482.9779663,0.001244696672,
482.787384,0.001247007167,482.787384,0.001230652444,
482.5967102,0.001343772397,482.5967102,0.001258144388,
482.4060669,0.001312198699,482.4060669,0.001307421247,
482.1772461,0.001226265333,482.1772461,0.001206355053,
481.9865723,0.001267646207,481.9865723,0.001246461994,
481.7959595,0.001252536778,481.7959595,0.001243217033,
481.6051941,0.001267464482,481.6051941,0.001194388606,
481.4145203,0.001239426783,481.4145203,0.001271047164,
481.1856689,0.001201371197,481.1856689,0.001154935453,
480.9949951,0.001272085705,480.9949951,0.001241633436,
480.8042297,0.001172040007,480.8042297,0.001120312954,
480.6135254,0.001310511027,480.6135254,0.001312458306,
480.3846741,0.001272137626,480.3846741,0.001214869437,
480.1939087,0.00127540878,480.1939087,0.001220606267,
480.0032349,0.001284469618,480.0032349,0.001256482792,
479.812439,0.0012630251,479.812439,0.001264582737,
479.5835571,0.001333619701,479.5835571,0.001307758735,
479.3927612,0.001311056199,479.3927612,0.001275927993,
479.2019958,0.001324999263,479.2019958,0.001344837015,
479.0111694,0.001315937494,479.0111694,0.001269593369,
478.7822571,0.001251264708,478.7822571,0.001236026059,
478.5914612,0.00127948483,478.5914612,0.00127582415,
478.4006958,0.001329958555,478.4006958,0.001341824885,
478.2097778,0.00128091278,478.2097778,0.001310511027,
477.9808655,0.001263777958,477.9808655,0.001228393987,
477.7900085,0.001286936109,477.7900085,0.001318637864,
477.5992126,0.001221644576,477.5992126,0.001259001088,
477.4083862,0.001284443657,477.4083862,0.001339436043,
477.1793518,0.001371660968,477.1793518,0.001281977282,
476.9884949,0.001268710592,476.9884949,0.001240620972,
476.7975769,0.001234234893,476.7975769,0.001245579333,
476.6067505,0.001310147461,476.6067505,0.001331049134,
476.377655,0.001287299558,476.377655,0.001303189201,
476.1867981,0.001321104472,476.1867981,0.001327440026,
475.9958801,0.001245060121,475.9958801,0.001294880873,
475.8049927,0.001270995243,475.8049927,0.001273877104,
475.6140747,0.001330581727,475.6140747,0.00135950814,
475.3849792,0.001226057648,475.3849792,0.001239037374,
475.1940002,0.00125949434,475.1940002,0.001292310422,
475.0031433,0.001287507359,475.0031433,0.00127273472,
474.8121948,0.001283405232,474.8121948,0.001284988946,
474.5830383,0.00127766747,474.5830383,0.00130968017,
474.3920288,0.001322117168,474.3920288,0.001343512791,
474.2011414,0.00125178392,474.2011414,0.001296853996,
474.0101929,0.001309446408,474.0101929,0.001364234253,
473.7809753,0.001337280846,473.7809753,0.001296412665,
473.5900269,0.001279095421,473.5900269,0.001305655693,
473.3989563,0.001276784809,473.3989563,0.001289947773,
473.2080078,0.001329647028,473.2080078,0.001308823354,
472.9787598,0.00129420578,472.9787598,0.001297840616,
472.7878113,0.001336657675,472.7878113,0.001344187884,
472.5967407,0.001377763459,472.5967407,0.001304643112,
472.4057007,0.001363195595,472.4057007,0.00133299653,
472.1764832,0.001328193001,472.1764832,0.001244956278,
471.9854431,0.00130653847,471.9854431,0.001305629732,
471.794342,0.001315262518,471.794342,0.001336813555,
471.6033325,0.001322636381,471.6033325,0.001290051732,
471.4122314,0.001332762884,471.4122314,0.001403914299,
471.1829834,0.001342370175,471.1829834,0.00127595407,
470.9918823,0.001338942675,470.9918823,0.001341513358,
470.8007813,0.001335177687,470.8007813,0.001357612549,
470.6097412,0.001358105917,470.6097412,0.001325830119,
470.3803711,0.001294854912,470.3803711,0.001337047201,
470.18927,0.00131378253,470.18927,0.001333204331,
469.9980774,0.001282366691,469.9980774,0.001297710813,
469.8070374,0.001287429477,469.8070374,0.001345096622,
469.5776367,0.001353016472,469.5776367,0.001346265199,
469.3865356,0.001345408265,469.3865356,0.001358339679,
469.195343,0.001371349324,469.195343,0.001355067827,
469.0041809,0.001215388533,469.0041809,0.001298801275,
468.8130188,0.001318741706,468.8130188,0.001317703165,
468.5836487,0.001320325537,468.5836487,0.001250719535,
468.3924866,0.001313289162,468.3924866,0.001366181765,
468.2012939,0.001347745187,468.2012939,0.001298931078,
468.0101013,0.001403057249,468.0101013,0.001358677284,
467.7806396,0.001343928161,467.7806396,0.001307628932,
467.589447,0.00139337068,467.589447,0.001377555775,
467.3981934,0.001283820602,467.3981934,0.001319209114,
467.2070007,0.001362857991,467.2070007,0.001394747058,
466.9775085,0.001343460754,466.9775085,0.001427625306,
466.7863159,0.001328089158,466.7863159,0.001297684852,
466.5950012,0.001329491264,466.5950012,0.001328218961,
466.4037781,0.00130199478,466.4037781,0.001326115802,
466.2125549,0.001315651927,466.2125549,0.001315911533,
465.9829712,0.001317183836,465.9829712,0.001268425025,
465.7917175,0.001280108001,465.7917175,0.001285637962,
465.6004333,0.001321286312,465.6004333,0.001282184967,
465.4091797,0.001343408832,465.4091797,0.001335671055,
465.1795959,0.001274474198,465.1795959,0.001344733173,
464.9883118,0.001382100163,464.9883118,0.001387475641,
464.7969971,0.001314950874,464.7969971,0.001296334784,
464.6056519,0.001303396886,464.6056519,0.001341149793,
464.3760681,0.001319702365,464.3760681,0.001362208743,
464.1847229,0.001323908684,464.1847229,0.001314717229,
463.9933777,0.001404927112,463.9933777,0.001372829545,
463.8020935,0.001307577011,463.8020935,0.001263518352,
463.6106873,0.001341928844,463.6106873,0.001295062597,
463.3811035,0.001350549632,463.3811035,0.001315054717,
463.1896667,0.001395863714,463.1896667,0.001341721043,
462.9983215,0.001340760384,462.9983215,0.001346654608,
462.8069763,0.001329413382,462.8069763,0.001338942675,
462.57724,0.001336917398,462.57724,0.001369038248,
462.3858948,0.00140147307,462.3858948,0.001338501344,
462.194458,0.00134333095,462.194458,0.001313704648,
462.0030518,0.001347277896,462.0030518,0.001292725909,
461.8115845,0.001351120882,461.8115845,0.001354340813,
461.5819397,0.001375608146,461.5819397,0.001377919223,
461.3905029,0.001282911864,461.3905029,0.001326920697,
461.1990051,0.001385735814,461.1990051,0.001251394511,
461.0075684,0.001337410766,461.0075684,0.001323675038,
460.777832,0.001374777174,460.777832,0.001400694018,
460.5863342,0.001357508707,460.5863342,0.001328296843,
460.3948975,0.001318767667,460.3948975,0.001327959239,
460.2033997,0.001288493862,460.2033997,0.001329257502,
460.0119324,0.001434481819,460.0119324,0.001399603323,
459.782135,0.001290752669,459.782135,0.001385320327,
459.5906372,0.001402408001,459.5906372,0.001390747726,
459.3991699,0.00137392024,459.3991699,0.001339591807,
459.2076111,0.00135950814,459.2076111,0.001322454656,
458.9778442,0.001359040732,458.9778442,0.001317079994,
458.7862549,0.001364935306,458.7862549,0.001349952421,
458.5947571,0.001413678983,458.5947571,0.001414925558,
458.4031372,0.001362909912,458.4031372,0.00129760697,
458.2116394,0.001443364192,458.2116394,0.001434897305,
457.9817505,0.001430975622,457.9817505,0.001450246782,
457.7902222,0.001289740088,457.7902222,0.001264634659,
457.5986938,0.001326089841,457.5986938,0.001369765378,
457.4071045,0.001429053722,457.4071045,0.00141425035,
457.177124,0.001349121449,457.177124,0.001390280318,
456.9855652,0.001318715746,456.9855652,0.001374932937,
456.7939453,0.001403680537,456.7939453,0.001359845744,
456.602356,0.001346602687,456.602356,0.00136600004,
456.4107666,0.001381710637,456.4107666,0.001347952988,
456.1807861,0.001406069729,456.1807861,0.001420820947,
455.9891968,0.001395084662,455.9891968,0.001347147976,
455.7974854,0.001411030069,455.7974854,0.001426015049,
455.605896,0.001465778681,455.605896,0.001436897088,
455.3758545,0.001386125339,455.3758545,0.001360416994,
455.1842651,0.001413237536,455.1842651,0.001376335276,
454.9926453,0.001446480863,454.9926453,0.001407679869,
454.8009033,0.001504143234,454.8009033,0.001436637365,
454.6092224,0.001382385846,454.6092224,0.001398045104,
454.3792114,0.001454142737,454.3792114,0.001455025747,
454.1875305,0.001441260451,454.1875305,0.001431832672,
453.9958496,0.001397421816,453.9958496,0.001349822618,
453.8041077,0.001369194011,453.8041077,0.001397395856,
453.6123657,0.001395500149,453.6123657,0.001378594432,
453.3823547,0.001414665836,453.3823547,0.001345096622,
453.1905518,0.001415445004,453.1905518,0.001397525775,
452.9988708,0.001427625306,452.9988708,0.001479882514,
452.8071594,0.001441649976,452.8071594,0.00140700466,
452.5770264,0.001370466431,452.5770264,0.001354210894,
452.3852539,0.001414613915,452.3852539,0.001411523437,
452.193512,0.001411965,452.193512,0.001351120882,
452.0017395,0.001399005996,452.0017395,0.00139539619,
451.809906,0.001437312691,451.809906,0.001377841341,
451.579834,0.001399811008,451.579834,0.001388072968,
451.3880005,0.001422742731,451.3880005,0.001451363671,
451.196228,0.001493103686,451.196228,0.001409212127,
451.0043335,0.001469025388,451.0043335,0.00141835364,
450.812561,0.001380853704,450.812561,0.001340344897,
450.5823364,0.001424093265,450.5823364,0.001430586097,
450.390564,0.001447753515,450.390564,0.001424015383,
450.1987915,0.001469285111,450.1987915,0.001352237421,
450.0068665,0.001458038692,450.0068665,0.001423963346,
449.7766418,0.001493908931,449.7766418,0.001437442494,
449.5848694,0.00146923319,449.5848694,0.001419626293,
449.3929749,0.001447701477,449.3929749,0.001389968675,
449.2010498,0.001455051824,449.2010498,0.001424378948,
449.0091858,0.001418275759,449.0091858,0.001361767296,
448.7789612,0.001472973381,448.7789612,0.001388410572,
448.5870972,0.001493986812,448.5870972,0.001430508099,
448.3951721,0.001479882514,448.3951721,0.001385969459,
448.2032776,0.001441727858,448.2032776,0.001397993183,
448.0113525,0.001451727236,448.0113525,0.001429755008,
447.7810364,0.001497337595,447.7810364,0.001423989306,
447.5891113,0.001506169327,447.5891113,0.001450714306,
