Pyranine in acetonitrile 1st run,,Pyranine in acetonitrile 2nd run 5 min sonication,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
505.5820007,0.01405290328,505.5820007,0.03223906085,
505.3922424,0.01393035613,505.3922424,0.03229482472,
505.2024841,0.01405538991,505.2024841,0.03211550787,
505.0126648,0.01392642688,505.0126648,0.03180428222,
504.7848816,0.01401381474,504.7848816,0.03220646828,
504.5950928,0.01373847947,504.5950928,0.03237552941,
504.4052734,0.01388999633,504.4052734,0.03253667429,
504.2154541,0.01386965718,504.2154541,0.03258553147,
503.9876404,0.01393065043,503.9876404,0.03265663236,
503.797821,0.01383897755,503.797821,0.03257908672,
503.6079102,0.01380479801,503.6079102,0.03245479614,
503.380127,0.01377374865,503.380127,0.03233043477,
503.1901855,0.01384432241,503.1901855,0.03252177685,
503.0003662,0.01373449806,503.0003662,0.03270117566,
502.8104553,0.01376094949,502.8104553,0.03271323442,
502.5825806,0.01392554492,502.5825806,0.03254234046,
502.3926697,0.01393506117,502.3926697,0.03236256167,
502.2027588,0.01390207745,502.2027588,0.03228715435,
502.0128784,0.01380602736,502.0128784,0.03229295462,
501.7849121,0.01383253653,501.7849121,0.0321180746,
501.5950012,0.01372303627,501.5950012,0.03162188455,
501.4050903,0.01388211176,501.4050903,0.03152158484,
501.2151489,0.01389363129,501.2151489,0.03126992285,
500.9871826,0.01400084887,500.9871826,0.03143689409,
500.7972107,0.01402745023,500.7972107,0.03167183325,
500.6072083,0.01399347,500.6072083,0.03177055344,
500.3792725,0.01411207672,500.3792725,0.03192601725,
500.18927,0.01407752838,500.18927,0.0321286954,
499.9993286,0.01413210575,499.9993286,0.03239826113,
499.8092651,0.01417938899,499.8092651,0.03232739493,
499.5812988,0.01417085715,499.5812988,0.03225879744,
499.3911743,0.01420875546,499.3911743,0.03203624859,
499.2012329,0.01422675699,499.2012329,0.03187255561,
499.0111694,0.01421680674,499.0111694,0.03196368366,
498.7831116,0.01430502813,498.7831116,0.03224014491,
498.5930481,0.01433964819,498.5930481,0.03223944828,
498.4029846,0.01439599786,498.4029846,0.03228748962,
498.2129211,0.01442446932,498.2129211,0.03230943531,
497.9848328,0.01456498355,497.9848328,0.03219534457,
497.7947693,0.0145044094,497.7947693,0.03179386631,
497.6046753,0.01455154549,497.6046753,0.03157168999,
497.4145508,0.01457721647,497.4145508,0.03128917143,
497.1864319,0.014587068,497.1864319,0.03134612367,
496.9963379,0.01450478379,496.9963379,0.03142982349,
496.8061829,0.01445800159,496.8061829,0.03142843395,
496.578064,0.01418305282,496.578064,0.03145158663,
496.3879089,0.01415791269,496.3879089,0.03151248395,
496.1977539,0.0141168898,496.1977539,0.03164933622,
496.0075684,0.01406549662,496.0075684,0.031191146,
495.7794495,0.01401376165,495.7794495,0.03099393845,
495.5892029,0.01394257229,495.5892029,0.03086557239,
495.3990784,0.01392885949,495.3990784,0.0308068227,
495.2088928,0.01393452659,495.2088928,0.03081577085,
494.9806213,0.01390883978,494.9806213,0.0308578182,
494.7904358,0.01402322575,494.7904358,0.03109325469,
494.6002197,0.01416885108,494.6002197,0.03126391396,
494.4100342,0.01429298986,494.4100342,0.03134926781,
494.1817017,0.0143539086,494.1817017,0.03113783151,
493.9915161,0.01453197841,493.9915161,0.03092321754,
493.8012695,0.0146631822,493.8012695,0.03058984503,
493.6110229,0.01473068725,493.6110229,0.03040076606,
493.3827515,0.01495156344,493.3827515,0.03031379357,
493.1924438,0.01491965447,493.1924438,0.03042164445,
493.0021667,0.01490888465,493.0021667,0.03061695583,
492.8119202,0.01493870281,492.8119202,0.0309601333,
492.5835571,0.01490706299,492.5835571,0.0313442871,
492.3933105,0.01470489986,492.3933105,0.03171404824,
492.2029114,0.01452456415,492.2029114,0.03210193664,
492.0126648,0.01439198386,492.0126648,0.03238727152,
491.7842407,0.01424478553,491.7842407,0.03244946897,
491.5939331,0.01407303661,491.5939331,0.03229596838,
491.403595,0.01397483703,491.403595,0.03208145127,
491.2132568,0.01398855075,491.2132568,0.03197042644,
490.9848328,0.01395235583,490.9848328,0.03166264668,
490.7944641,0.01401603408,490.7944641,0.03149158135,
490.6041565,0.01394185051,490.6041565,0.03128619492,
490.4137573,0.01391557511,490.4137573,0.03107520752,
490.1853027,0.01402517688,490.1853027,0.03068954125,
489.9949036,0.01406910643,489.9949036,0.03046612628,
489.8045044,0.01422734559,489.8045044,0.03050916642,
489.6140747,0.01418251824,489.6140747,0.03046351485,
489.3856201,0.01426693425,489.3856201,0.03055598959,
489.1951599,0.01411822718,489.1951599,0.03054251894,
489.0047607,0.01400734484,489.0047607,0.03062189929,
488.81427,0.01391784754,488.81427,0.03098304011,
488.5858154,0.01378636062,488.5858154,0.03102474287,
488.3953247,0.01374152489,488.3953247,0.03077164292,
488.204895,0.01366947219,488.204895,0.03052477352,
488.0144348,0.01360787544,488.0144348,0.03055018559,
487.7858582,0.01350024715,487.7858582,0.03048159182,
487.5953674,0.01350003388,487.5953674,0.03056162782,
487.4048767,0.01349285059,487.4048767,0.03071201779,
487.2144165,0.01352238469,487.2144165,0.03092549741,
486.9857788,0.01357793435,486.9857788,0.03081460297,
486.7952881,0.0136795966,486.7952881,0.03071054444,
486.6047974,0.01386404503,486.6047974,0.03063914925,
486.4142456,0.01392827183,486.4142456,0.03079573438,
486.1856079,0.01396286115,486.1856079,0.03083033301,
485.9950562,0.0139781516,485.9950562,0.03094231524,
485.8044739,0.01411801297,485.8044739,0.03117331862,
485.6139832,0.01413384452,485.6139832,0.03114136308,
485.3852234,0.01430371776,485.3852234,0.03104932047,
485.1946716,0.01443541422,485.1946716,0.03093147464,
485.0040588,0.01443675254,485.0040588,0.03087377176,
484.8135071,0.01439787075,484.8135071,0.03086815774,
484.5847473,0.0142399976,484.5847473,0.03103447333,
484.3942261,0.01400010008,484.3942261,0.03144557402,
484.2036438,0.01380252745,484.2036438,0.0317581892,
484.0129395,0.01360875648,484.0129395,0.0318467319,
483.7842102,0.01350291818,483.7842102,0.03193161637,
483.5935669,0.01341112144,483.5935669,0.03178562224,
483.4029846,0.01345140953,483.4029846,0.03171964735,
483.2122803,0.01363840513,483.2122803,0.03160880134,
482.983551,0.01379726268,482.983551,0.0316141434,
482.7928467,0.01390686166,482.7928467,0.03172145784,
482.6021729,0.01402533799,482.6021729,0.03182832152,
482.4114685,0.01399598271,482.4114685,0.031563811,
482.1826477,0.0140118897,482.1826477,0.03150485829,
481.9919434,0.01402549818,481.9919434,0.03135093674,
481.8012695,0.01407525595,481.8012695,0.03132230788,
481.6105347,0.01409498975,481.6105347,0.03105563298,
481.3816833,0.01424277946,481.3816833,0.03086882457,
481.190918,0.01413699985,481.190918,0.03068604134,
481.0002136,0.01430064067,481.0002136,0.03077247739,
480.8095398,0.01444320194,480.8095398,0.03106733784,
480.5805969,0.01447665505,480.5805969,0.03150736168,
480.3898621,0.01453607343,480.3898621,0.03196307272,
480.1990356,0.01445888449,480.1990356,0.03214034438,
480.0083008,0.01442588773,480.0083008,0.03218321875,
479.7793579,0.01444033906,479.7793579,0.03216835856,
479.588562,0.01434898563,479.588562,0.03192955628,
479.3977966,0.01425050944,479.3977966,0.03168049455,
479.2069702,0.01425952464,479.2069702,0.03157959506,
478.9780273,0.01414732262,478.9780273,0.03145002946,
478.7871704,0.01410378702,478.7871704,0.03135636076,
478.596344,0.01412437763,478.596344,0.03124076873,
478.4055786,0.01414216124,478.4055786,0.03109239228,
478.2146912,0.01407704782,478.2146912,0.03081782721,
477.9856873,0.01413903199,477.9856873,0.03061098233,
477.7948303,0.01408282295,477.7948303,0.03072515875,
477.6039429,0.01399528794,477.6039429,0.03092041053,
477.4131165,0.01393102482,477.4131165,0.03133045882,
477.184021,0.01386786718,477.184021,0.03160612658,
476.9931946,0.01370660588,476.9931946,0.03193724528,
476.8022766,0.01375002135,476.8022766,0.03223301098,
476.6113892,0.01368114632,476.6113892,0.03242107481,
476.3822632,0.01360539068,476.3822632,0.03245713934,
476.1913757,0.01372309029,476.1913757,0.03248963878,
476.0004272,0.01381476596,476.0004272,0.03235793114,
475.8095093,0.01391744614,475.8095093,0.03260308132,
475.5803833,0.01388764475,475.5803833,0.03275850788,
475.3894348,0.01409849245,475.3894348,0.03250989318,
475.1984863,0.01413812302,475.1984863,0.03229833767,
475.0075378,0.01412293315,475.0075378,0.03220735863,
474.7783508,0.0141843101,474.7783508,0.03209697455,
474.5874329,0.0141780246,474.5874329,0.03202724457,
474.3963928,0.01409894694,474.3963928,0.03183232993,
474.2054443,0.01401822641,474.2054443,0.03170775622,
473.9762878,0.01400255971,473.9762878,0.0315429084,
473.7852173,0.01407547016,473.7852173,0.03159301355,
473.5942383,0.01416585594,473.5942383,0.03164802864,
473.4031677,0.01426342968,473.4031677,0.03158527613,
473.2121887,0.01428186148,473.2121887,0.03149575368,
472.9829102,0.01427354198,472.9829102,0.03160643205,
472.7919006,0.01432338171,472.7919006,0.03157263622,
472.6007996,0.01419211924,472.6007996,0.0317543447,
472.409729,0.01407560334,472.409729,0.03183653578,
472.1805115,0.01412017923,472.1805115,0.03193131089,
471.9894409,0.01401977707,471.9894409,0.03174805269,
471.7983704,0.01403247658,471.7983704,0.03176632151,
471.6072998,0.01405744813,471.6072998,0.03168661892,
471.3778992,0.01406087074,471.3778992,0.03147143126,
471.1868896,0.01420027763,471.1868896,0.03149583936,
470.9957581,0.01404883899,470.9957581,0.03139347956,
470.8045959,0.01400103606,470.8045959,0.03152754158,
470.6135254,0.01391835511,470.6135254,0.03163909167,
470.3841553,0.01396117732,470.3841553,0.03184068576,
470.1930237,0.01383833587,470.1930237,0.03187492117,
470.0018616,0.01389178727,470.0018616,0.03191155568,
469.81073,0.0138492398,469.81073,0.03200433776,
469.5812988,0.01380629465,469.5812988,0.03207378462,
469.3901367,0.013851244,469.3901367,0.03205834702,
469.1990051,0.0139670847,469.1990051,0.03191334009,
469.007782,0.01406926662,469.007782,0.03186213598,
468.7783508,0.01409330498,468.7783508,0.03191055357,
468.5871582,0.01409769058,468.5871582,0.03200470284,
468.3959656,0.01419757586,468.3959656,0.03200241551,
468.2047424,0.01413702685,468.2047424,0.03181361407,
468.0135193,0.01421616506,468.0135193,0.03174908087,
467.7840576,0.0142004909,467.7840576,0.03178776428,
467.5928345,0.01411646232,467.5928345,0.03176504001,
467.4015808,0.01420789957,467.4015808,0.03198199347,
467.2103577,0.0141580468,467.2103577,0.03209878504,
466.980835,0.01407873165,466.980835,0.03218943626,
466.7895508,0.01407151297,466.7895508,0.0323465541,
466.5982971,0.01399967261,466.5982971,0.03238001838,
466.4070129,0.01401325315,466.4070129,0.03224207088,
466.1774597,0.01395369228,466.1774597,0.03223632649,
465.9861755,0.01380413026,465.9861755,0.03213844821,
465.7949219,0.01392084081,465.7949219,0.03215606511,
465.6035461,0.01378408913,465.6035461,0.03213398904,
465.4122925,0.01364759449,465.4122925,0.03213861585,
465.1826782,0.01355493907,465.1826782,0.03230745718,
464.9913635,0.01349034067,464.9913635,0.03236049786,
464.7999878,0.01356556825,464.7999878,0.03237686679,
464.6086731,0.01356709097,464.6086731,0.03231869265,
464.3790588,0.01354925055,464.3790588,0.03236512467,
464.1876831,0.01361743733,464.1876831,0.03226934001,
463.9962769,0.01365643647,463.9962769,0.03250082582,
463.8049622,0.01364927739,463.8049622,0.0326830633,
463.6135559,0.01357780118,463.6135559,0.03275272995,
463.3839111,0.01364014205,463.3839111,0.03264028206,
463.1925049,0.01366364863,463.1925049,0.03248938918,
463.0010986,0.01370620541,463.0010986,0.03259044141,
462.8097229,0.01369661465,462.8097229,0.03270645067,
462.5799561,0.01376113668,462.5799561,0.03276819363,
462.3886108,0.01360581815,462.3886108,0.0327892974,
462.1970825,0.01355608739,462.1970825,0.03281911463,
462.0056763,0.01361516677,462.0056763,0.03283290565,
461.7759094,0.013487163,461.7759094,0.03270673007,
461.5845032,0.01353520341,461.5845032,0.03281662986,
461.3930359,0.0135954814,461.3930359,0.03274497017,
461.2015686,0.01353533659,461.2015686,0.03263690323,
461.0101318,0.01362045575,461.0101318,0.03277977929,
460.780304,0.013529649,460.780304,0.03292624652,
460.5888367,0.01352059562,460.5888367,0.03298157081,
460.3973389,0.01346219704,460.3973389,0.03314266354,
460.2058105,0.01338490471,460.2058105,0.03329912201,
459.9760132,0.01326772384,459.9760132,0.0332990922,
459.7844849,0.01323116198,459.7844849,0.03330247477,
459.592926,0.01319313515,459.592926,0.0332474187,
459.4014893,0.01322174165,459.4014893,0.03347967938,
459.2098694,0.01327428967,459.2098694,0.03367804736,
458.980072,0.01334905345,458.980072,0.03394608572,
458.7884521,0.01348684262,458.7884521,0.0341457054,
458.5969543,0.01348710991,458.5969543,0.03432011604,
458.4053955,0.01367038116,458.4053955,0.03442453966,
458.1754761,0.0137101328,458.1754761,0.03451343253,
457.9839172,0.0138205383,457.9839172,0.03454496339,
457.7922668,0.0137727065,457.7922668,0.03439979628,
457.600708,0.01385164447,457.600708,0.0340173021,
457.4090881,0.01390148979,457.4090881,0.03351373598,
457.1791687,0.01397350058,457.1791687,0.03285739198,
456.9875183,0.01391431876,456.9875183,0.03207707405,
456.795929,0.01409025677,456.795929,0.03157686815,
456.604248,0.01410076581,456.604248,0.03126046434,
456.4126587,0.01419690717,456.4126587,0.03133441135,
456.1826477,0.01419147756,456.1826477,0.03132681549,
455.9910278,0.01429697592,455.9910278,0.03162099421,
455.7993469,0.01424031798,455.7993469,0.03171933815,
455.607666,0.01419252064,455.607666,0.03185489401,
455.3776245,0.01418396179,455.3776245,0.03185286,
455.1859741,0.01425010804,455.1859741,0.03179996461,
454.9943237,0.01429595985,454.9943237,0.03157425299,
454.8025513,0.01422290504,454.8025513,0.03140338883,
454.6109009,0.0142474873,454.6109009,0.03163079545,
454.3807983,0.01435920596,454.3807983,0.0318948701,
454.1890869,0.01443161443,454.1890869,0.03208610415,
453.997406,0.0144673679,453.997406,0.03226791695,
453.8056335,0.01440102793,453.8056335,0.03233885393,
453.575531,0.01436704583,453.575531,0.03260389343,
453.3837891,0.01435679849,453.3837891,0.03263704479,
453.1920776,0.01434408966,453.1920776,0.03270098194,
453.0003357,0.01441392582,453.0003357,0.03262102604,
452.8085327,0.01442532614,452.8085327,0.03245951235,
452.5784302,0.01447379123,452.5784302,0.03248732537,
452.3866272,0.0145302657,452.3866272,0.03244930133,
452.1948242,0.01443560235,452.1948242,0.03240559623,
452.0030518,0.01451452728,452.0030518,0.03229789063,
451.8111572,0.01468714606,451.8111572,0.03220172971,
451.5810547,0.01467413362,451.5810547,0.0318331942,
451.3892212,0.01468947623,451.3892212,0.0316494219,
451.1974182,0.01471756585,451.1974182,0.0315515101,
451.0056152,0.01473189238,451.0056152,0.03171424195,
450.7753601,0.01483205799,450.7753601,0.03151292726,
450.5835266,0.01483181678,450.5835266,0.03133263066,
450.3916016,0.01479948778,450.3916016,0.03103892133,
450.1997986,0.01476459019,450.1997986,0.03094932064,
450.0079041,0.01483205799,450.0079041,0.03111666813,
449.77771,0.0148455305,449.77771,0.03136671335,
449.5858154,0.01489784755,449.5858154,0.03153745085,
449.3939209,0.01486521866,449.3939209,0.03148598596,
449.2019653,0.0150968302,449.2019653,0.03169349954,
449.0101318,0.01503746863,449.0101318,0.03187038377,
448.7798157,0.01502007712,448.7798157,0.03193939105,
448.5879211,0.01503417268,448.5879211,0.0319962576,
448.3959656,0.01506893057,448.3959656,0.03199483827,
448.2040405,0.01496841572,448.2040405,0.03200241551,
448.012085,0.0150017757,448.012085,0.03214547411,
