Baseline 100%T,,Pyranine in d_H2O,,Pyranine in d_H2O1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
309.5810547,0.07255834341,,,309.5810547,0.06986093521,
309.3850403,0.07264841348,,,309.3850403,0.07051126659,
309.1890564,0.07265144587,,,309.1890564,0.07112372667,
308.9930115,0.07270818204,,,308.9930115,0.07166224718,
308.7969971,0.07277619094,,,308.7969971,0.07239528,
308.6009827,0.0727891326,,,308.6009827,0.07308706641,
308.3656921,0.072936818,,,308.3656921,0.07437099516,
308.1697083,0.07299987227,,,308.1697083,0.07515468448,
307.9736633,0.07301570475,,,307.9736633,0.07585067302,
307.7775879,0.07308351249,,,307.7775879,0.07663870603,
307.581543,0.07304513454,,,307.581543,0.07756011933,
307.3854675,0.07306988537,,,307.3854675,0.07839117199,
307.1894531,0.07296738029,,,307.1894531,0.07983846217,
306.9933777,0.0730015263,,,306.9933777,0.08115710318,
306.7973022,0.07298817486,,,306.7973022,0.08213976026,
306.6011963,0.07300651819,,,306.6011963,0.08306562901,
306.3659058,0.073056072,,,306.3659058,0.08419302851,
306.1698303,0.07307775319,,,306.1698303,0.08516971022,
305.9737244,0.07308963686,,,305.9737244,0.08634202927,
305.7776489,0.07314045727,,,305.7776489,0.08753481507,
305.581543,0.07309371233,,,305.581543,0.08861944824,
305.385437,0.07313010097,,,305.385437,0.08966192603,
305.1893311,0.07312578708,,,305.1893311,0.09087498486,
304.9932251,0.07312253863,,,304.9932251,0.09212616086,
304.7970886,0.07312654704,,,304.7970886,0.09347891808,
304.6009827,0.07314330339,,,304.6009827,0.09529720247,
304.3656006,0.07317379117,,,304.3656006,0.09677069634,
304.1694946,0.07314695418,,,304.1694946,0.09803339094,
303.9733582,0.07318828255,,,303.9733582,0.09920652211,
303.7772217,0.07319630682,,,303.7772217,0.1008152589,
303.5810852,0.07321310043,,,303.5810852,0.1022868231,
303.3849182,0.07322575152,,,303.3849182,0.1048179939,
303.1887512,0.07316824049,,,303.1887512,0.1071482152,
302.9926147,0.07386036962,,,302.9926147,0.1091851369,
302.7964478,0.07393439114,,,302.7964478,0.110654287,
302.6002808,0.07401103526,,,302.6002808,0.112584427,
302.4040833,0.07404053211,,,302.4040833,0.1144299507,
302.1687012,0.0740980655,,,302.1687012,0.1172059253,
301.9724731,0.07412581891,,,301.9724731,0.1199187487,
301.7763062,0.07418418676,,,301.7763062,0.1220288798,
301.5801086,0.07424637675,,,301.5801086,0.124273628,
301.3839111,0.0742386952,,,301.3839111,0.1265917122,
301.1877136,0.07421999425,,,301.1877136,0.1293008924,
300.9915161,0.07416149974,,,300.9915161,0.1324314773,
300.7952881,0.07421320677,,,300.7952881,0.1355756372,
300.5990906,0.07418612391,,,300.5990906,0.138323158,
300.4028931,0.07427269965,,,300.4028931,0.1408081502,
300.1674194,0.07425589859,,,300.1674194,0.1444377005,
299.9711914,0.07424327731,,,299.9711914,0.1476273388,

Baseline 100%T,
Baseline 100%T
Collection Time: 1/24/2020 3:25:11 PM
Operator Name  : CameronSlaten
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  550.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  60.000
UV-Vis Data Interval (nm)  0.20
UV-Vis Ave. Time (sec)  0.2000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/24/2020 3:24:17 PM
Method Modifications:
UVVIS SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Common SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Comment Changed: 1/24/2020 3:25:08 PM, Old:, New:Pyranine in water, natural pH
Operator Changed: 1/24/2020 3:25:08 PM, Old:, New:CameronSlaten
X Start nm Changed: 1/24/2020 3:25:08 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/24/2020 3:25:08 PM, Old:  200.0, New:  300.0
Common Interval nm Changed: 1/24/2020 3:25:08 PM, Old:     5.00, New:     0.20
Baseline Correction Changed: 1/24/2020 3:25:08 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 300.4

Pyranine in d_H2O,
Pyranine in d_H2O
Collection Time: 1/24/2020 3:32:18 PM
Operator Name  : CameronSlaten
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  550.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  60.000
UV-Vis Data Interval (nm)  0.20
UV-Vis Ave. Time (sec)  0.2000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/24/2020 3:24:17 PM
Method Modifications:
UVVIS SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Common SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Comment Changed: 1/24/2020 3:25:08 PM, Old:, New:Pyranine in water, natural pH
Operator Changed: 1/24/2020 3:25:08 PM, Old:, New:CameronSlaten
X Start nm Changed: 1/24/2020 3:25:08 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/24/2020 3:25:08 PM, Old:  200.0, New:  300.0
Common Interval nm Changed: 1/24/2020 3:25:08 PM, Old:     5.00, New:     0.20
Baseline Correction Changed: 1/24/2020 3:25:08 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 365.8

Pyranine in d_H2O1,
Pyranine in d_H2O1
Collection Time: 1/24/2020 3:35:32 PM
Operator Name  : CameronSlaten
Scan Version 5.1.0.1016
Parameter List :
Instrument  Cary 60
Instrument Version  2.00
Start (nm)  550.0
Stop (nm)  300.0
X Mode  Nanometers
Y Mode  Abs
UV-Vis Scan Rate (nm/min)  60.000
UV-Vis Data Interval (nm)  0.20
UV-Vis Ave. Time (sec)  0.2000
Beam Mode  Dual Beam
Baseline Correction  On
Baseline Type  Baseline correction
Baseline File Name
Baseline Std Ref File Name
Cycle Mode  Off
Method Log     :
Method Name    :
Date/Time stamp: 1/24/2020 3:24:17 PM
Method Modifications:
UVVIS SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Common SAT Changed: 1/24/2020 3:24:49 PM, Old:0.0125, New:0.2000
Comment Changed: 1/24/2020 3:25:08 PM, Old:, New:Pyranine in water, natural pH
Operator Changed: 1/24/2020 3:25:08 PM, Old:, New:CameronSlaten
X Start nm Changed: 1/24/2020 3:25:08 PM, Old:  800.0, New:  550.0
X Stop nm Changed: 1/24/2020 3:25:08 PM, Old:  200.0, New:  300.0
Common Interval nm Changed: 1/24/2020 3:25:08 PM, Old:     5.00, New:     0.20
Baseline Correction Changed: 1/24/2020 3:25:08 PM, Old:0, New:1
End Method Modifications
<Current Wavelength> , 300.6

