Pyranine in 10M water in 70:30 1-butanol:acetonitrile,,
Wavelength (nm),Abs,
549.9830322,0.003391430015,
549.795105,0.0033742378,
549.6071777,0.003389316844,
549.3816528,0.003568948945,
549.1937256,0.003515265649,
549.0057983,0.003615173744,
548.8178101,0.003548513632,
548.5922852,0.003594031557,
548.4042969,0.003638092196,
548.2162476,0.003717089305,
547.9907227,0.003712415928,
547.8027344,0.003669078462,
547.6147461,0.003622821998,
547.3890991,0.003669574624,
547.2010498,0.003784245579,
547.0130005,0.003896387061,
546.7874146,0.004013678525,
546.5993042,0.004008270334,
546.4112549,0.004080122802,
546.1855469,0.004231547937,
545.9974976,0.004417438991,
545.8093872,0.004586248193,
545.5836792,0.004564482719,
545.3955688,0.004421230871,
545.2074585,0.004406429827,
544.9817505,0.004469586536,
544.7935791,0.004613691475,
544.6054077,0.004761089571,
544.4172974,0.004861677531,
544.1914673,0.004901887849,
544.0033569,0.005050457548,
543.8151855,0.005034535192,
543.5893555,0.005099669099,
543.401123,0.005114729516,
543.2129517,0.004916967824,
542.9870605,0.004480283707,
542.7988892,0.004179952201,
542.6106567,0.003908976912,
542.3847656,0.00383096328,
542.1964722,0.003846580628,
542.0082397,0.004017205443,
541.7823486,0.004068233538,
541.5941162,0.004059558734,
541.4058228,0.004016552586,
541.2175293,0.003947845194,
540.9915771,0.003922585398,
540.8032837,0.003934444394,
540.6149902,0.003942855634,
540.3889771,0.003971303813,
540.2006836,0.003953774925,
540.0122681,0.004030921962,
539.7863159,0.004034893587,
539.5979004,0.004028544761,
539.4095459,0.003953017294,
539.1834717,0.003889230546,
538.9951172,0.003925537225,
538.8067627,0.003918536939,
538.5806885,0.003987605218,
538.3922729,0.003945441917,
538.2037964,0.003957693465,
538.0153809,0.003975222353,
537.7893066,0.004035834223,
537.6008301,0.004034345038,
537.4124146,0.004131785594,
537.1862183,0.004199319519,
536.9978027,0.00420316169,
536.8092041,0.004296823405,
536.5831299,0.004365193658,
536.3945923,0.004368043505,
536.2061157,0.004414928611,
536.0176392,0.004442387726,
535.7913818,0.004517215304,
535.6027832,0.004535159096,
535.4143066,0.004549964797,
535.1880493,0.004544366617,
534.9994507,0.004562285263,
534.8109131,0.00449916767,
534.5846558,0.00438974658,
534.3961182,0.004382137209,
534.2075195,0.004242892843,
533.9811401,0.004242422059,
533.7926025,0.004132909235,
533.6039429,0.004157161806,
533.4153442,0.004044038244,
533.1889648,0.003895499045,
533.0003052,0.003715940518,
532.8117065,0.003620081116,
532.5852661,0.003524634289,
532.3966064,0.003443715163,
532.2079468,0.003389473306,
531.9815674,0.003266612533,
531.7928467,0.003218964441,
531.604187,0.003142691217,
531.4154053,0.003140214365,
531.1890259,0.003072636202,
531.0002441,0.003076963825,
530.8115234,0.002995450515,
530.585022,0.003044560086,
530.3962402,0.003024018835,
530.2075195,0.003014087444,
529.9810181,0.003133096267,
529.7921753,0.003219694598,
529.6034546,0.003260822501,
529.4146729,0.003343298566,
529.1881104,0.003387620905,
528.9992676,0.003439931897,
528.8104248,0.003344316036,
528.5838623,0.003290086286,
528.3950195,0.003310483648,
528.2062378,0.003274332732,
528.0172729,0.003327803686,
527.7907104,0.003283722326,
527.6018066,0.003297024406,
527.4130249,0.003247573506,
527.1863403,0.003187540919,
526.9974365,0.003239566926,
