Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in 1-butanol,,Pyranine in acetonitrile,,Pyranine in Water,,Pyranine in Water,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,462.980011,154.8802185,462.980011,83.37434387,462.980011,106.745575,462.980011,11.45912933,
,,,,,,463.1300049,154.3753357,463.1300049,83.20814514,463.1300049,107.435791,463.1300049,11.12969971,
,,,,,,463.4299927,153.2881317,463.4299927,82.05397797,463.4299927,109.191597,463.4299927,11.32687092,
,,,,,,463.5799866,152.7346649,463.5799866,81.97454834,463.5799866,109.4893723,463.5799866,11.62797928,
,,,,,,463.730011,151.4581604,463.730011,80.77140808,463.730011,109.793335,463.730011,11.23504543,
,,,,,,464.019989,150.1459808,464.019989,78.53025055,464.019989,112.6596756,464.019989,12.07053661,
,,,,,,464.1700134,148.8703766,464.1700134,77.8822937,464.1700134,113.7118378,464.1700134,12.04743671,
,,,,,,464.3200073,148.3132935,464.3200073,77.4491272,464.3200073,114.226387,464.3200073,11.94409466,
,,,,,,464.6199951,146.6167297,464.6199951,76.85289001,464.6199951,115.8435135,464.6199951,12.31412315,
,,,,,,464.769989,146.5751801,464.769989,75.74797821,464.769989,116.7156143,464.769989,12.3555069,
,,,,,,465.0700073,144.9491272,465.0700073,74.09123993,465.0700073,119.22789,465.0700073,12.50721836,
,,,,,,465.2200012,143.7362061,465.2200012,73.57645416,465.2200012,120.4383316,465.2200012,12.74842453,
,,,,,,465.3699951,142.6417694,465.3699951,72.70007324,465.3699951,122.4362717,465.3699951,12.88153553,
,,,,,,465.6700134,141.6058807,465.6700134,72.18419647,465.6700134,123.5131836,465.6700134,12.7963028,
,,,,,,465.8200073,141.1541595,465.8200073,70.88653564,465.8200073,124.4670258,465.8200073,12.9951582,
,,,,,,465.9700012,140.17276,465.9700012,70.63542175,465.9700012,124.9612503,465.9700012,13.40058613,
,,,,,,466.2600098,139.3651581,466.2600098,69.03533936,466.2600098,128.2906952,466.2600098,13.38995934,
,,,,,,466.4100037,138.9133301,466.4100037,68.41967773,466.4100037,130.1651764,466.4100037,13.56865025,
,,,,,,466.5599976,137.4083862,466.5599976,67.68291473,466.5599976,132.3884125,466.5599976,13.58459949,
,,,,,,466.7099915,137.3640137,466.7099915,67.87667847,466.7099915,132.7007294,466.7099915,13.52239037,
,,,,,,467.0100098,135.8423767,467.0100098,66.24732208,467.0100098,135.0082245,467.0100098,14.00963116,
,,,,,,467.1600037,135.5451508,467.1600037,66.45019531,467.1600037,135.7796936,467.1600037,14.2815733,
,,,,,,467.4599915,133.877121,467.4599915,65.10775757,467.4599915,139.1668854,467.4599915,14.54030895,
,,,,,,467.6099854,133.131958,467.6099854,64.3872757,467.6099854,141.5421753,467.6099854,14.86421394,
,,,,,,467.7600098,131.9436646,467.7600098,64.08758545,467.7600098,142.7473145,467.7600098,15.0787344,
,,,,,,468.0499878,131.407196,468.0499878,62.88740158,468.0499878,145.9821625,468.0499878,15.11107254,
,,,,,,468.2000122,131.0757904,468.2000122,63.08026505,468.2000122,146.3451691,468.2000122,15.39811039,
,,,,,,468.3500061,130.1224365,468.3500061,61.82320023,468.3500061,149.2287292,468.3500061,15.7375145,
,,,,,,468.6499939,129.3895416,468.6499939,61.16225815,468.6499939,153.1136017,468.6499939,16.09321785,
,,,,,,468.7999878,128.9323425,468.7999878,60.23122025,468.7999878,156.9083405,468.7999878,16.49986458,
,,,,,,468.9500122,127.5609436,468.9500122,59.4136467,468.9500122,157.6141052,468.9500122,16.56989288,
,,,,,,469.25,126.6425247,469.25,58.18914032,469.25,161.1216736,469.25,16.98331261,
,,,,,,469.3999939,125.5770187,469.3999939,58.66869354,469.3999939,162.6026459,469.3999939,17.34659576,
,,,,,,469.5499878,125.7583923,469.5499878,58.05583191,469.5499878,166.2320709,469.5499878,17.09093857,
,,,,,,469.8500061,124.3299561,469.8500061,57.13977051,469.8500061,171.5088348,469.8500061,17.87079048,
,,,,,,470,123.7015533,470,55.35682297,470,173.9368896,470,18.38060379,
,,,,,,470.1400146,122.7701187,470.1400146,55.41425705,470.1400146,176.9116211,470.1400146,18.34316635,
,,,,,,470.4400024,121.9331589,470.4400024,55.34525681,470.4400024,179.2602386,470.4400024,18.87835884,
,,,,,,470.5899963,121.4058151,470.5899963,54.60203171,470.5899963,182.7078552,470.5899963,19.2610569,
,,,,,,470.7399902,120.676506,470.7399902,53.77635956,470.7399902,185.038208,470.7399902,19.15623093,
,,,,,,471.0400085,119.1506348,471.0400085,53.5136528,471.0400085,191.1645813,471.0400085,19.5925312,
,,,,,,471.1900024,118.5778809,471.1900024,52.37402725,471.1900024,194.7144623,471.1900024,20.33478546,
,,,,,,471.3399963,117.8878174,471.3399963,52.38550949,471.3399963,198.1893616,471.3399963,20.84891701,
,,,,,,471.6400146,117.1679306,471.6400146,51.98328781,471.6400146,201.7468719,471.6400146,21.06331444,
,,,,,,471.7900085,117.0883636,471.7900085,51.52674103,471.7900085,204.168808,471.7900085,21.64106369,
,,,,,,471.9400024,117.0947495,471.9400024,51.01727676,471.9400024,207.0202484,471.9400024,21.53657532,
,,,,,,472.230011,115.2802353,472.230011,50.32245255,472.230011,213.3058929,472.230011,22.70336914,
,,,,,,472.3800049,114.4210968,472.3800049,49.72715378,472.3800049,218.8851471,472.3800049,22.72698021,
,,,,,,472.5299988,113.9451599,472.5299988,48.81473541,472.5299988,220.5737457,472.5299988,23.04084587,
,,,,,,472.8299866,113.1871643,472.8299866,49.13143158,472.8299866,225.412735,472.8299866,23.24467659,
,,,,,,472.980011,112.4836502,472.980011,48.69423676,472.980011,228.5896759,472.980011,24.18098831,
,,,,,,473.1300049,112.1943512,473.1300049,48.12918472,473.1300049,232.1469116,473.1300049,24.21425438,
,,,,,,473.4299927,110.6075592,473.4299927,47.28112793,473.4299927,241.5397186,473.4299927,25.28294754,
,,,,,,473.5799866,109.9601059,473.5799866,46.98715591,473.5799866,247.1313934,473.5799866,26.00568581,
,,,,,,473.730011,108.703537,473.730011,46.03133011,473.730011,251.5920105,473.730011,26.84833145,
,,,,,,474.019989,108.5557404,474.019989,45.81072235,474.019989,259.6117554,474.019989,26.66898346,
,,,,,,474.1700134,108.3246002,474.1700134,45.32872391,474.1700134,261.5413208,474.1700134,27.37837982,
,,,,,,474.3200073,107.310463,474.3200073,44.94800949,474.3200073,263.1683044,474.3200073,27.982481,
,,,,,,474.6199951,105.8417969,474.6199951,44.36069489,474.6199951,277.4507751,474.6199951,28.56994438,
,,,,,,474.769989,104.6120911,474.769989,43.85993195,474.769989,282.1954956,474.769989,29.2086277,
,,,,,,475.0700073,103.8317108,475.0700073,42.58827972,475.0700073,288.4515991,475.0700073,29.99566078,
,,,,,,475.2200012,102.9514008,475.2200012,43.10367203,475.2200012,290.9898682,475.2200012,30.46127129,
,,,,,,475.3699951,103.4447479,475.3699951,42.59356689,475.3699951,296.3374939,475.3699951,30.87249184,
,,,,,,475.6700134,102.1306,475.6700134,42.2876358,475.6700134,305.723877,475.6700134,31.94207764,
,,,,,,475.8200073,101.3409195,475.8200073,42.01164246,475.8200073,311.2271729,475.8200073,32.53352737,
,,,,,,475.9700012,101.4670486,475.9700012,40.92812347,475.9700012,317.8539734,475.9700012,33.65384674,
,,,,,,476.2600098,99.89218903,476.2600098,41.21727753,476.2600098,329.210022,476.2600098,34.40815353,
,,,,,,476.4100037,99.1558609,476.4100037,40.2554245,476.4100037,330.8095398,476.4100037,34.56433487,
,,,,,,476.5599976,98.74892426,476.5599976,40.6804657,476.5599976,335.4583435,476.5599976,34.93847275,
,,,,,,476.7099915,98.52179718,476.7099915,40.14872742,476.7099915,339.2999268,476.7099915,35.97506714,
,,,,,,477.0100098,96.85276031,477.0100098,39.41903305,477.0100098,351.2245789,477.0100098,36.45812988,
,,,,,,477.1600037,96.13317108,477.1600037,39.19639587,477.1600037,360.0587463,477.1600037,38.01072693,
,,,,,,477.4599915,95.08795929,477.4599915,38.54519653,477.4599915,370.8832092,477.4599915,38.75959015,
,,,,,,477.6099854,95.52668762,477.6099854,37.71418381,477.6099854,374.9951782,477.6099854,39.33309174,
,,,,,,477.7600098,94.70955658,477.7600098,37.88602829,477.7600098,379.3706055,477.7600098,39.50850677,
,,,,,,478.0499878,93.74494934,478.0499878,37.44713593,478.0499878,390.7114868,478.0499878,40.91769409,
,,,,,,478.2000122,92.96430206,478.2000122,37.11369324,478.2000122,398.9963684,478.2000122,41.80842209,
,,,,,,478.3500061,92.24011993,478.3500061,36.08474731,478.3500061,411.211792,478.3500061,42.93686676,
,,,,,,478.6499939,90.23620605,478.6499939,36.35326767,478.6499939,424.0872803,478.6499939,44.10029984,
,,,,,,478.7999878,90.06561279,478.7999878,36.33082962,478.7999878,425.8686218,478.7999878,44.60461807,
,,,,,,478.9500122,89.99536896,478.9500122,35.44668579,478.9500122,433.5597534,478.9500122,44.97299957,
,,,,,,479.25,89.12162781,479.25,35.09926987,479.25,449.3935852,479.25,47.12730408,
,,,,,,479.3999939,88.08105469,479.3999939,35.06129456,479.3999939,454.3631897,479.3999939,47.69394302,
,,,,,,479.5499878,87.54434967,479.5499878,34.24838638,479.5499878,466.2272339,479.5499878,48.04070282,
,,,,,,479.8500061,86.76818085,479.8500061,34.06404495,479.8500061,480.4805603,479.8500061,49.81492615,
,,,,,,480,86.59568024,480,34.08109665,480,484.0296936,480,50.2747345,
,,,,,,480.1400146,86.01548767,480.1400146,33.3741951,480.1400146,490.406189,480.1400146,51.11767197,
,,,,,,480.4400024,85.19377899,480.4400024,32.96376801,480.4400024,504.9870605,480.4400024,52.84608841,
,,,,,,480.5899963,84.54566193,480.5899963,32.65647507,480.5899963,514.8165894,480.5899963,53.86355209,
,,,,,,480.7399902,82.93894196,480.7399902,32.69630814,480.7399902,526.5464478,480.7399902,55.64020538,
,,,,,,481.0400085,82.52931213,481.0400085,31.86754227,481.0400085,541.2508545,481.0400085,56.6694603,
,,,,,,481.1900024,82.49920654,481.1900024,32.32169342,481.1900024,543.4029541,481.1900024,57.12603378,
,,,,,,481.3399963,81.77336121,481.3399963,31.79232025,481.3399963,550.2863159,481.3399963,57.37735367,
,,,,,,481.6400146,80.64069366,481.6400146,31.38482666,481.6400146,563.5718384,481.6400146,59.02077866,
,,,,,,481.7900085,79.95015717,481.7900085,31.09274101,481.7900085,576.1321411,481.7900085,60.05142593,
,,,,,,481.9400024,79.12371063,481.9400024,30.48141479,481.9400024,587.458374,481.9400024,61.78681564,
,,,,,,482.230011,78.46918488,482.230011,30.1127739,482.230011,604.7038574,482.230011,63.59163666,
,,,,,,482.3800049,78.31903076,482.3800049,30.17107773,482.3800049,610.0336304,482.3800049,63.71902084,
,,,,,,482.5299988,77.3078537,482.5299988,30.10569,482.5299988,618.1134033,482.5299988,64.56188202,
,,,,,,482.8299866,76.47510529,482.8299866,29.07636833,482.8299866,634.6196289,482.8299866,66.93757629,
,,,,,,482.980011,76.19862366,482.980011,29.07547951,482.980011,647.3914185,482.980011,68.39485931,
,,,,,,483.1300049,75.05184937,483.1300049,28.99930191,483.1300049,663.6846924,483.1300049,68.73091888,
,,,,,,483.4299927,74.04177856,483.4299927,28.27821541,483.4299927,680.661499,483.4299927,70.86486816,
,,,,,,483.5799866,73.53743744,483.5799866,27.97644424,483.5799866,685.7282715,483.5799866,71.41478729,
,,,,,,483.730011,73.16770935,483.730011,27.78614998,483.730011,698.0222168,483.730011,72.86985779,
,,,,,,484.019989,72.52747345,484.019989,27.67816353,484.019989,716.6139526,484.019989,75.83215332,
,,,,,,484.1700134,71.27662659,484.1700134,27.69398689,484.1700134,727.0698853,484.1700134,75.91213989,
,,,,,,484.3200073,70.26208496,484.3200073,27.24201393,484.3200073,742.0128784,484.3200073,77.21562958,
,,,,,,484.6199951,69.43118286,484.6199951,26.60867882,484.6199951,759.8754272,484.6199951,79.7292099,
,,,,,,484.769989,69.39229584,484.769989,26.69514465,484.769989,765.102478,484.769989,80.24882507,
,,,,,,485.0700073,68.32765198,485.0700073,26.52558327,485.0700073,779.4859619,485.0700073,81.93752289,
,,,,,,485.2200012,68.27030945,485.2200012,25.91420364,485.2200012,793.4459839,485.2200012,83.19898987,
,,,,,,485.3699951,66.99886322,485.3699951,25.51276588,485.3699951,810.3991699,485.3699951,84.76126862,
,,,,,,485.6700134,66.59804535,485.6700134,25.5352211,485.6700134,833.611084,485.6700134,87.2875824,
,,,,,,485.8200073,66.13710785,485.8200073,25.20362854,485.8200073,839.8652344,485.8200073,88.77298737,
,,,,,,485.9700012,66.00650024,485.9700012,24.51524925,485.9700012,849.124939,485.9700012,89.09629059,
,,,,,,486.2600098,65.28469849,486.2600098,24.37766838,486.2600098,864.3550415,486.2600098,89.95999908,
,,,,,,486.4100037,64.37876129,486.4100037,24.76032639,486.4100037,873.8812866,486.4100037,91.59830475,
,,,,,,486.5599976,64.06291199,486.5599976,24.51075554,486.5599976,887.8425903,486.5599976,92.78227997,
,,,,,,486.7099915,63.54071045,486.7099915,24.19874573,486.7099915,906.2972412,486.7099915,94.31391144,
,,,,,,487.0100098,62.05134201,487.0100098,23.30681419,487.0100098,924.1838379,487.0100098,96.32485199,
,,,,,,487.1600037,62.00432968,487.1600037,23.20474052,487.1600037,930.9520874,487.1600037,97.44259644,
,,,,,,487.4599915,61.21027374,487.4599915,23.37648964,487.4599915,950.2833252,487.4599915,99.20884705,
,,,,,,487.6099854,61.14681625,487.6099854,22.98850632,487.6099854,962.1769409,487.6099854,100.5856247,
,,,,,,487.7600098,60.35191727,487.7600098,22.43259239,487.7600098,974.2922974,487.7600098,102.5718842,
,,,,,,488.0499878,59.10449219,488.0499878,21.97490501,488.0499878,1000,488.0499878,105.1119156,
,,,,,,488.2000122,58.55226898,488.2000122,21.78242111,488.2000122,1000,488.2000122,106.9804459,
,,,,,,488.3500061,58.46016312,488.3500061,22.0665493,488.3500061,1000,488.3500061,107.124382,
,,,,,,488.6499939,57.42576981,488.6499939,21.2767334,488.6499939,1000,488.6499939,109.4282684,
,,,,,,488.7999878,57.15718842,488.7999878,21.80960274,488.7999878,1000,488.7999878,110.0580292,
,,,,,,488.9500122,56.98231125,488.9500122,21.11045647,488.9500122,1000,488.9500122,111.9585953,
,,,,,,489.25,55.80363846,489.25,20.72627258,489.25,1000,489.25,115.3885269,
,,,,,,489.3999939,55.64347839,489.3999939,20.66588593,489.3999939,1000,489.3999939,116.5087738,
,,,,,,489.5499878,55.2962532,489.5499878,20.71499252,489.5499878,1000,489.5499878,117.3886566,
,,,,,,489.8500061,54.59544754,489.8500061,19.91888809,489.8500061,1000,489.8500061,119.1968918,
,,,,,,490,53.93550873,490,19.92414665,490,1000,490,119.3252258,
,,,,,,490.1400146,53.54209137,490.1400146,19.4866581,490.1400146,1000,490.1400146,122.9568481,
,,,,,,490.4400024,52.52527618,490.4400024,19.2624073,490.4400024,1000,490.4400024,125.2841644,
,,,,,,490.5899963,52.29779434,490.5899963,19.42064667,490.5899963,1000,490.5899963,126.2241745,
,,,,,,490.7399902,52.1444664,490.7399902,19.37464905,490.7399902,1000,490.7399902,126.4185486,
,,,,,,491.0400085,51.68158722,491.0400085,19.33957481,491.0400085,1000,491.0400085,128.0905914,
,,,,,,491.1900024,51.76374435,491.1900024,19.0316925,491.1900024,1000,491.1900024,129.6380768,
,,,,,,491.3399963,51.01130676,491.3399963,18.8540802,491.3399963,1000,491.3399963,131.1590881,
,,,,,,491.6400146,49.83340836,491.6400146,18.52536583,491.6400146,1000,491.6400146,134.8323212,
,,,,,,491.7900085,49.63759995,491.7900085,18.11211205,491.7900085,1000,491.7900085,135.7543488,
,,,,,,491.9400024,49.50894928,491.9400024,17.81990433,491.9400024,1000,491.9400024,137.0804443,
,,,,,,492.230011,48.86624527,492.230011,17.90533447,492.230011,1000,492.230011,139.4402161,
,,,,,,492.3800049,48.46351242,492.3800049,17.21905327,492.3800049,1000,492.3800049,139.3804016,
,,,,,,492.5299988,48.43592834,492.5299988,17.62758827,492.5299988,1000,492.5299988,141.6577606,
,,,,,,492.8299866,46.97933197,492.8299866,16.69565392,492.8299866,1000,492.8299866,145.3304138,
,,,,,,492.980011,46.65368652,492.980011,16.88814545,492.980011,1000,492.980011,144.4641724,
,,,,,,493.1300049,46.54761505,493.1300049,16.87525368,493.1300049,1000,493.1300049,146.6976776,
,,,,,,493.4299927,46.02556992,493.4299927,16.45251083,493.4299927,1000,493.4299927,148.8701935,
,,,,,,493.5799866,45.69497681,493.5799866,16.54644203,493.5799866,1000,493.5799866,150.4519958,
,,,,,,493.730011,45.11929321,493.730011,16.26283073,493.730011,1000,493.730011,151.58815,
,,,,,,494.019989,44.28263855,494.019989,16.31438637,494.019989,1000,494.019989,154.6971436,
,,,,,,494.1700134,44.34474945,494.1700134,16.04766273,494.1700134,1000,494.1700134,155.1818848,
,,,,,,494.3200073,43.95716095,494.3200073,15.82300663,494.3200073,1000,494.3200073,155.899292,
,,,,,,494.6199951,43.4967308,494.6199951,15.43117714,494.6199951,1000,494.6199951,157.9573059,
,,,,,,494.769989,43.36587524,494.769989,15.11789322,494.769989,1000,494.769989,160.429306,
,,,,,,495.0700073,42.4108696,495.0700073,15.16088104,495.0700073,1000,495.0700073,163.1762085,
,,,,,,495.2200012,41.88283157,495.2200012,14.80475044,495.2200012,1000,495.2200012,163.8209534,
,,,,,,495.3699951,41.71012115,495.3699951,14.69994354,495.3699951,1000,495.3699951,165.3649292,
,,,,,,495.6700134,41.52286148,495.6700134,14.72873497,495.6700134,1000,495.6700134,167.1568146,
,,,,,,495.8200073,41.38737106,495.8200073,14.26515484,495.8200073,1000,495.8200073,167.49823,
,,,,,,495.9700012,41.11460495,495.9700012,14.31276798,495.9700012,1000,495.9700012,168.1868896,
,,,,,,496.2600098,40.22094345,496.2600098,14.05503178,496.2600098,1000,496.2600098,172.346756,
,,,,,,496.4100037,39.8461113,496.4100037,13.81698036,496.4100037,1000,496.4100037,173.2986145,
,,,,,,496.5599976,39.64245224,496.5599976,13.773839,496.5599976,1000,496.5599976,173.645462,
,,,,,,496.7099915,39.50674438,496.7099915,13.70087147,496.7099915,1000,496.7099915,173.6347198,
,,,,,,497.0100098,39.14851379,497.0100098,13.54959202,497.0100098,1000,497.0100098,176.5297852,
,,,,,,497.1600037,38.89364624,497.1600037,13.22683048,497.1600037,1000,497.1600037,178.2763977,
,,,,,,497.4599915,38.08847809,497.4599915,13.26833439,497.4599915,1000,497.4599915,180.8857727,
,,,,,,497.6099854,37.68843842,497.6099854,13.23708725,497.6099854,1000,497.6099854,183.3002167,
,,,,,,497.7600098,37.33043289,497.7600098,12.9651823,497.7600098,1000,497.7600098,184.6967468,
,,,,,,498.0499878,37.03059769,498.0499878,12.71669579,498.0499878,1000,498.0499878,184.6600647,
,,,,,,498.2000122,36.90138245,498.2000122,12.77190208,498.2000122,1000,498.2000122,187.4650421,
,,,,,,498.3500061,36.61634445,498.3500061,12.69228458,498.3500061,1000,498.3500061,187.3592834,
,,,,,,498.6499939,36.00875854,498.6499939,12.19652367,498.6499939,1000,498.6499939,190.0546875,
,,,,,,498.7999878,35.80817413,498.7999878,12.0705719,498.7999878,1000,498.7999878,192.0666962,
,,,,,,498.9500122,35.69160843,498.9500122,12.38255978,498.9500122,1000,498.9500122,192.8467712,
,,,,,,499.25,35.43489456,499.25,11.99419022,499.25,1000,499.25,193.3946228,
,,,,,,499.3999939,35.3854866,499.3999939,11.76380253,499.3999939,1000,499.3999939,194.3999329,
,,,,,,499.5499878,34.69662857,499.5499878,11.75650787,499.5499878,1000,499.5499878,196.5449066,
,,,,,,499.8500061,34.17781067,499.8500061,11.4220562,499.8500061,1000,499.8500061,198.4692078,
,,,,,,500,33.9776535,500,11.09776115,500,1000,500,199.1964264,
,,,,,,500.1400146,33.94422531,500.1400146,11.39032078,500.1400146,1000,500.1400146,200.4610748,
,,,,,,500.4400024,33.65345764,500.4400024,11.0473938,500.4400024,1000,500.4400024,201.5118713,
,,,,,,500.5899963,33.22330856,500.5899963,11.06026936,500.5899963,1000,500.5899963,201.8752441,
,,,,,,500.7399902,33.00514984,500.7399902,10.86107826,500.7399902,1000,500.7399902,202.6972198,
,,,,,,501.0400085,32.45922852,501.0400085,10.78105927,501.0400085,1000,501.0400085,206.4127045,
,,,,,,501.1900024,32.32597351,501.1900024,10.80187893,501.1900024,1000,501.1900024,205.6121521,
,,,,,,501.3399963,31.95830727,501.3399963,10.40652275,,,501.3399963,208.1750793,
,,,,,,501.6400146,31.94098091,501.6400146,10.22893238,,,501.6400146,209.9029999,
,,,,,,501.7900085,31.60906601,501.7900085,10.27130413,,,501.7900085,209.2753448,
,,,,,,501.9400024,31.62748718,501.9400024,10.48193836,,,501.9400024,210.0337982,
,,,,,,502.230011,30.91732216,502.230011,10.15244579,,,502.230011,213.1130981,
,,,,,,502.3800049,30.67066765,502.3800049,9.747150421,,,502.3800049,214.0299072,
,,,,,,502.5299988,30.37863731,502.5299988,9.902048111,,,502.5299988,214.9042358,
,,,,,,502.8299866,30.24388504,502.8299866,9.714387894,,,502.8299866,215.000885,
,,,,,,502.980011,29.61584663,502.980011,9.850781441,,,502.980011,216.9942017,
,,,,,,503.1300049,30.14806366,503.1300049,9.447237015,,,503.1300049,218.5584259,
,,,,,,503.4299927,29.26705551,503.4299927,9.24322319,,,503.4299927,219.8101807,
,,,,,,503.5799866,29.18930626,503.5799866,9.23803997,,,503.5799866,219.483017,
,,,,,,503.730011,28.83285713,503.730011,8.909383774,,,503.730011,219.759964,
,,,,,,504.019989,28.63716316,504.019989,8.945239067,,,504.019989,222.1593323,
,,,,,,504.1700134,28.32014084,504.1700134,9.193187714,,,504.1700134,223.3660126,
,,,,,,504.3200073,28.41530609,504.3200073,8.929024696,,,504.3200073,224.9436951,
,,,,,,504.6199951,27.56865692,504.6199951,8.788029671,,,504.6199951,225.8821869,
,,,,,,504.769989,27.4604454,504.769989,8.39407444,,,504.769989,226.24823,
,,,,,,505.0700073,26.9797039,505.0700073,8.641612053,,,505.0700073,226.6245422,
,,,,,,505.2200012,26.95822525,505.2200012,8.683011055,,,505.2200012,226.1411285,
,,,,,,505.3699951,27.17556572,505.3699951,8.324007988,,,505.3699951,227.5012054,
,,,,,,505.6700134,26.76380539,505.6700134,8.440553665,,,505.6700134,228.7533569,
,,,,,,505.8200073,26.71162033,505.8200073,8.248692513,,,505.8200073,229.7866058,
,,,,,,505.9700012,26.4350872,505.9700012,8.107209206,,,505.9700012,230.8536224,
,,,,,,506.2600098,25.87410355,506.2600098,8.186421394,,,506.2600098,230.1329193,
,,,,,,506.4100037,25.88444328,506.4100037,7.864256382,,,506.4100037,229.7424927,
,,,,,,506.5599976,25.88274956,506.5599976,7.934464931,,,506.5599976,230.9876862,
,,,,,,506.7099915,25.62210655,506.7099915,7.841895103,,,506.7099915,230.0039825,
,,,,,,507.0100098,25.00896645,507.0100098,7.694771767,,,507.0100098,232.9458466,
,,,,,,507.1600037,25.07041359,507.1600037,7.384627342,,,507.1600037,233.0145416,
,,,,,,507.4599915,24.79224205,507.4599915,7.68386364,,,507.4599915,233.8586273,
,,,,,,507.6099854,24.53775406,507.6099854,7.324368477,,,507.6099854,234.7206268,
,,,,,,507.7600098,24.62794685,507.7600098,7.276324749,,,507.7600098,235.7480164,
,,,,,,508.0499878,23.8421154,508.0499878,7.268422127,,,508.0499878,236.5544434,
,,,,,,508.2000122,23.850811,508.2000122,7.122048378,,,508.2000122,235.9145813,
,,,,,,508.3500061,23.71953773,508.3500061,6.982787609,,,508.3500061,236.188797,
,,,,,,508.6499939,23.37520027,508.6499939,7.338785172,,,508.6499939,234.6980286,
,,,,,,508.7999878,23.43400955,508.7999878,6.961016178,,,508.7999878,235.8765106,
,,,,,,508.9500122,23.26668549,508.9500122,6.85647583,,,508.9500122,236.7615051,
,,,,,,509.25,22.85087395,509.25,6.812655449,,,509.25,237.3226013,
,,,,,,509.3999939,22.71596336,509.3999939,6.941010475,,,509.3999939,237.81073,
,,,,,,509.5499878,22.38574028,509.5499878,6.779639244,,,509.5499878,237.2789459,
,,,,,,509.8500061,22.0432682,509.8500061,6.768329144,,,509.8500061,238.6373749,
,,,,,,510,21.84405708,510,6.552758217,,,510,237.4190063,
,,,,,,510.1400146,22.22427177,510.1400146,6.571612835,,,510.1400146,237.7604065,
,,,,,,510.4400024,22.02137184,510.4400024,6.482306957,,,510.4400024,238.4211273,
,,,,,,510.5799866,21.59716797,510.5799866,6.095189571,,,510.5799866,238.015274,
,,,,,,510.730011,21.3798542,510.730011,6.27826786,,,510.730011,239.2024994,
,,,,,,511.019989,21.13182068,511.019989,6.265882015,,,511.019989,237.7643127,
,,,,,,511.1700134,20.85412025,511.1700134,6.023671627,,,511.1700134,238.0057526,
,,,,,,511.4700012,20.73857498,511.4700012,6.049489975,,,511.4700012,237.0565643,
,,,,,,511.6099854,20.54861832,511.6099854,6.025718212,,,511.6099854,238.4026337,
,,,,,,511.7600098,20.54883194,511.7600098,5.881867409,,,511.7600098,237.6374359,
,,,,,,512.0499878,20.1363945,512.0499878,5.778211117,,,512.0499878,238.9078369,
,,,,,,512.2000122,19.9821949,512.2000122,5.741827488,,,512.2000122,236.4801331,
,,,,,,512.3499756,20.13220596,512.3499756,5.727442265,,,512.3499756,237.2263184,
,,,,,,512.6400146,19.631567,512.6400146,5.673258781,,,512.6400146,235.9714508,
,,,,,,512.789978,19.4642334,512.789978,5.717980862,,,512.789978,237.0801392,
,,,,,,512.9400024,19.43896866,512.9400024,5.466300488,,,512.9400024,237.4511261,
,,,,,,513.2299805,18.94504738,513.2299805,5.831582546,,,513.2299805,235.1478577,
,,,,,,513.3800049,19.21600533,513.3800049,5.340342522,,,513.3800049,235.6251678,
,,,,,,513.5200195,18.96679688,513.5200195,5.326114178,,,513.5200195,236.502655,
,,,,,,513.8200073,19.01394463,513.8200073,5.473334789,,,513.8200073,235.1537781,
,,,,,,513.9699707,18.70347977,513.9699707,5.292047501,,,513.9699707,235.2101898,
,,,,,,514.2600098,18.51605988,514.2600098,5.125718594,,,514.2600098,233.5945892,
,,,,,,514.4099731,18.13677979,514.4099731,5.193448067,,,514.4099731,234.8137054,
,,,,,,514.5499878,18.22952843,514.5499878,5.374567986,,,514.5499878,234.5716705,
,,,,,,514.8499756,18.01630974,514.8499756,5.030366421,,,514.8499756,233.4836731,
,,,,,,515,17.62352753,515,5.151259422,,,515,233.2662811,
,,,,,,515.1400146,17.7771244,515.1400146,5.052199364,,,515.1400146,232.3761597,
,,,,,,515.4400024,17.37252617,515.4400024,4.963134289,,,515.4400024,233.1025543,
,,,,,,515.5800171,17.32272148,515.5800171,5.028767109,,,515.5800171,231.5996246,
,,,,,,515.7299805,17.36322594,515.7299805,4.868628979,,,515.7299805,231.4717407,
,,,,,,516.0200195,17.13376236,516.0200195,4.676354885,,,516.0200195,230.4514923,
,,,,,,516.1699829,16.82259941,516.1699829,4.822227478,,,516.1699829,231.7484589,
,,,,,,516.4699707,16.61473465,516.4699707,4.793608665,,,516.4699707,229.5441589,
,,,,,,516.6099854,16.54063034,516.6099854,4.681905746,,,516.6099854,228.4301605,
,,,,,,516.7600098,16.63869667,516.7600098,4.749851704,,,516.7600098,228.2358398,
,,,,,,517.0499878,16.29128075,517.0499878,4.685101986,,,517.0499878,228.3334045,
,,,,,,517.2000122,15.99967861,517.2000122,4.68065834,,,517.2000122,226.8293152,
,,,,,,517.3499756,16.07537079,517.3499756,4.612446785,,,517.3499756,226.7449341,
