50:50 1but:aceto + 5M H2O,,pyranine in 50:50 mol% 1but:acetonitrile + 5M H2O,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,521.9400024,26.40649986,
,,522.2299805,26.18881798,
,,522.3800049,26.5893383,
,,522.5300293,26.11825371,
,,522.8300171,25.939991,
,,522.9799805,25.96733475,
,,523.1300049,26.17111206,
,,523.4299927,25.22310829,
,,523.5800171,25.04328156,
,,523.7299805,25.03976822,
,,524.0200195,24.98780632,
,,524.1699829,24.70059013,
,,524.3200073,24.29131699,
,,524.6199951,24.21724701,
,,524.7700195,24.48872566,
,,525.0700073,23.78282547,
,,525.2199707,24.1558857,
,,525.3699951,23.79069328,
,,525.5200195,23.751297,
,,525.8200073,23.58097839,
,,525.9699707,23.03456116,
,,526.2600098,22.46970749,
,,526.4099731,23.04850769,
,,526.5599976,22.4295578,
,,526.710022,22.58472252,
,,527.0100098,22.16333008,
,,527.1599731,22.38970375,
,,527.460022,21.76239586,
,,527.6099854,21.52053642,
,,527.7600098,21.90103149,
,,528.0499878,21.25606918,
,,528.2000122,21.48485565,
,,528.3499756,21.48351097,
,,528.6500244,20.78777885,
,,528.7999878,20.59242249,
,,528.9500122,21.00041008,
,,529.25,20.42891693,
,,529.4000244,20.38098907,
,,529.5499878,20.52365303,
,,529.8499756,20.43614197,
,,530,20.271101,
,,530.1400146,19.75668716,
,,530.4400024,19.16550446,
,,530.5800171,19.27558899,
,,530.7299805,18.99105835,
,,531.0200195,19.10990334,
,,531.1699829,19.06315422,
,,531.4699707,18.46613693,
,,531.6099854,18.4972229,
,,531.7600098,18.3431263,
,,532.0499878,18.16013908,
,,532.2000122,18.12683296,
,,532.3499756,18.03932953,
,,532.6400146,17.78391647,
,,532.789978,17.73457336,
,,532.9400024,17.41490364,
,,533.2299805,17.51959991,
,,533.3800049,17.20523453,
,,533.5200195,17.24452782,
,,533.8200073,16.84940338,
,,533.9699707,16.81214142,
,,534.2600098,16.84822273,
,,534.4099731,16.52260208,
,,534.5499878,16.37529945,
,,534.8499756,16.20331383,
,,535,16.05291557,
,,535.1400146,16.14327621,
,,535.4400024,15.98878002,
,,535.5800171,15.80176163,
,,535.7299805,15.43392849,
,,536.0200195,15.47432041,
,,536.1699829,15.34059715,
,,536.4699707,14.87005043,
,,536.6099854,14.87147617,
,,536.7600098,15.03600311,
,,537.0499878,14.82681561,
,,537.2000122,14.70642567,
,,537.3499756,14.41374111,
,,537.6400146,14.20110989,
,,537.789978,14.19828606,
,,537.9400024,14.242836,
,,538.2299805,14.13249111,
,,538.3800049,13.86283016,
,,538.5200195,14.16865921,
,,538.8200073,13.59999561,
,,538.9699707,13.41853809,
,,539.2600098,13.51293373,
,,539.4099731,13.54918289,
,,539.5499878,13.3724432,
,,539.8499756,12.86396313,
,,540,12.92823982,
,,540.1400146,13.26714325,
,,540.4400024,12.87519073,
,,540.5800171,12.46292305,
,,540.7299805,12.58546066,
,,541.0200195,12.38849068,
,,541.1699829,12.30359554,
,,541.4699707,12.15977001,
,,541.6099854,12.42997932,
,,541.7600098,12.17123222,
,,542.0499878,11.81734753,
,,542.2000122,11.95206451,
,,542.3499756,11.40517426,
,,542.6400146,11.36767769,
,,542.789978,11.40224934,
,,542.9400024,11.45283508,
,,543.2299805,11.40929985,
,,543.3800049,11.47085953,
,,543.5200195,11.61898327,
,,543.8200073,11.07328606,
,,543.9699707,11.19938278,
,,544.2600098,10.93823814,
,,544.4099731,10.63803291,
,,544.5499878,10.91474152,
,,544.8499756,10.73444176,
,,545,10.25764561,
,,545.1400146,10.5048418,
,,545.4400024,10.33777523,
,,545.5800171,10.28082275,
,,545.7299805,9.995698929,
,,546.0200195,10.19948196,
,,546.1699829,10.00783253,
,,546.4699707,9.999242783,
,,546.6099854,9.905953407,
,,546.7600098,9.761300087,
,,547.0499878,9.867485046,
,,547.2000122,9.647732735,
,,547.3499756,9.560371399,
,,547.6400146,9.611754417,
,,547.789978,9.733765602,
,,547.9400024,9.363540649,
,,548.2299805,9.08457756,
,,548.3800049,9.079936981,
,,548.5200195,9.019067764,
,,548.8200073,8.999755859,
,,548.9699707,9.024980545,
,,549.2600098,8.674591064,
,,549.4099731,8.874992371,
,,549.5499878,8.633128166,
,,549.8499756,8.530292511,
,,550,8.315022469,
,,550.1400146,8.570106506,
,,550.4400024,8.349487305,
,,550.5800171,8.517197609,
,,550.7299805,8.227537155,
,,551.0200195,8.262290955,
,,551.1699829,7.847642422,
,,551.4699707,7.728948116,
,,551.6099854,7.97992754,
,,551.7600098,8.151808739,
,,552.0499878,7.76696682,
,,552.2000122,7.844233036,
,,552.3499756,7.861720562,
,,552.6400146,7.564874172,
,,552.789978,7.864936352,
,,552.9400024,7.569108963,
,,553.2299805,7.31397295,
,,553.3800049,7.523381233,
,,553.5200195,7.275091648,
,,553.8200073,7.211389065,
,,553.9699707,7.213515282,
,,554.2600098,7.012665272,
,,554.4099731,7.144339561,
,,554.5499878,6.998334885,
,,554.8499756,7.041315556,
,,555,6.9811759,
,,555.1400146,6.875948906,
,,555.4400024,6.856672764,
,,555.5800171,6.671848297,
,,555.7299805,6.704393387,
,,556.0200195,6.662317276,
,,556.1699829,6.572998047,
,,556.4699707,6.551811218,
,,556.6099854,6.468288898,
,,556.7600098,6.624074459,
,,557.0499878,6.435302258,
,,557.2000122,6.219979763,
,,557.3499756,6.395731926,
,,557.6400146,6.154413223,
,,557.789978,6.250981808,
,,557.9400024,6.009615421,
,,558.2299805,6.052020073,
,,558.3800049,6.03677702,
,,558.5200195,6.027644634,
,,558.8200073,5.842093468,
,,558.9699707,5.73974371,
,,559.2600098,5.894866943,
,,559.4099731,5.771300793,
,,559.5499878,5.661490917,
,,559.8499756,5.548149109,
,,560,5.544301033,
,,560.1400146,5.527554512,
,,560.4400024,5.372488499,
,,560.5800171,5.42051506,
,,560.7299805,5.29359293,
,,561.0200195,5.348614693,
,,561.1699829,5.500092983,
,,561.4699707,5.23079443,
,,561.6099854,5.401742935,
,,561.7600098,5.24646616,
,,562.0499878,5.149943352,
,,562.2000122,4.988110542,
,,562.3499756,5.151816845,
,,562.6400146,4.993689537,
,,562.789978,5.053467751,
,,562.9400024,5.031849861,
,,563.2299805,4.881029129,
,,563.3800049,4.750740051,
,,563.5200195,4.786354065,
,,563.8200073,4.788857937,
,,563.9699707,4.787026882,
,,564.2600098,4.40941,
,,564.4099731,4.691949844,
,,564.5499878,4.619502068,
,,564.8499756,4.596074581,
,,565,4.516750336,
,,565.1400146,4.562267303,
,,565.4400024,4.41382885,
,,565.5800171,4.539562702,
,,565.7299805,4.383033752,
,,566.0200195,4.284463882,
,,566.1699829,4.262347698,
,,566.4699707,4.185307503,
,,566.6099854,4.273478508,
,,566.7600098,4.040453434,
,,567.0499878,4.184254646,
,,567.2000122,3.950592995,
,,567.3499756,3.9973557,
,,567.6400146,4.036958218,
,,567.789978,3.888504744,
,,567.9400024,4.146272659,
,,568.2299805,3.812539816,
,,568.3800049,3.93872571,
,,568.5200195,3.967570543,
,,568.8200073,3.716439486,
,,568.9699707,3.628549337,
,,569.2600098,3.694224358,
,,569.4099731,3.839221716,
,,569.5499878,3.648361683,
,,569.8499756,3.631300211,
,,570,3.525163889,
,,570.1400146,3.596367836,
,,570.4400024,3.39050889,
,,570.5800171,3.541141272,
,,570.7299805,3.474344969,
,,571.0200195,3.34567976,
,,571.1699829,3.426895857,
,,571.4699707,3.575317621,
,,571.6099854,3.412471771,
,,571.7600098,3.426967382,
,,572.0499878,3.210116148,
,,572.2000122,3.048633814,
,,572.3499756,3.256311417,
,,572.6400146,3.218786955,
,,572.789978,3.115793467,
,,572.9400024,3.131732941,
,,573.2299805,3.284934521,
,,573.3800049,3.034318924,
,,573.5200195,2.971409321,
,,573.8200073,3.029057264,
,,573.9699707,3.043610811,
,,574.2600098,2.91988492,
,,574.4099731,2.945972443,
,,574.5499878,2.911588669,
,,574.8499756,2.847594976,
,,575,2.79642725,
,,575.1400146,2.768900394,
,,575.4400024,2.832535505,
,,575.5800171,2.803131104,
,,575.7299805,2.778774261,
,,576.0200195,2.768796444,
,,576.1699829,2.708405256,
,,576.4699707,2.788235426,
,,576.6099854,2.668358326,
,,576.7600098,2.782834053,
,,577.0499878,2.597836256,
,,577.2000122,2.651828051,
,,577.3499756,2.789460659,
,,577.6400146,2.495875835,
,,577.789978,2.446579933,
,,577.9400024,2.468466997,
,,578.2299805,2.543061495,
,,578.3800049,2.446922064,
,,578.5200195,2.384997845,
,,578.8200073,2.358039141,
,,578.9699707,2.316644907,
,,579.2600098,2.401385069,
,,579.4099731,2.343789101,
,,579.5499878,2.267141581,
,,579.8499756,2.412741423,
,,580,2.334298849,
,,580.1400146,2.250433207,
,,580.4299927,2.210246563,
,,580.5700073,2.22598505,
,,580.7199707,2.290742159,
,,581.0100098,2.098161697,
,,581.1500244,2.12483573,
,,581.4400024,2.066873312,
,,581.5900269,2.15034008,
,,581.7299805,2.191012144,
,,582.0200195,1.980283737,
,,582.1699829,2.010006428,
,,582.460022,1.968261123,
,,582.5999756,2.116134405,
,,582.75,1.833666325,
,,583.039978,2.020631075,
,,583.1799927,1.938521147,
,,583.3300171,1.857532144,
,,583.6199951,1.913141012,
,,583.7600098,2.062683582,
,,584.0499878,1.941747665,
,,584.2000122,1.782764554,
,,584.3400269,1.869953275,
,,584.6300049,1.777083635,
,,584.7800293,1.791709185,
,,585.0700073,1.843345761,
,,585.210022,1.822622657,
,,585.3599854,1.844072104,
,,585.6500244,1.739473701,
,,585.789978,1.740928173,
,,585.9400024,1.794906974,
,,586.2299805,1.654665232,
,,586.3699951,1.704753757,
,,586.5200195,1.632468462,
,,586.8099976,1.734716177,
,,586.9500122,1.660583854,
,,587.2399902,1.715839863,
,,587.3900146,1.711310029,
,,587.5300293,1.599445343,
,,587.8200073,1.652732491,
,,587.9699707,1.597143412,
,,588.2600098,1.498875737,
,,588.4000244,1.623484731,
,,588.5499878,1.563812017,
,,588.8400269,1.500885248,
,,588.9799805,1.479317307,
,,589.1300049,1.537481427,
,,589.4199829,1.420704603,
,,589.5599976,1.451872468,
,,589.8499756,1.528050661,
,,590,1.46787858,
,,590.1400146,1.475969791,
,,590.4299927,1.354393601,
,,590.5700073,1.540832162,
,,590.7199707,1.465953231,
,,591.0100098,1.447690725,
,,591.1500244,1.489203334,
,,591.4400024,1.286449432,
,,591.5900269,1.361394525,
,,591.7299805,1.336593747,
,,592.0200195,1.436135173,
,,592.1699829,1.379191399,
,,592.460022,1.321974039,
,,592.5999756,1.365092516,
,,592.75,1.35054934,
,,593.039978,1.254083514,
,,593.1799927,1.278396964,
,,593.3300171,1.230359316,
,,593.6199951,1.27574265,
,,593.7600098,1.26263392,
,,594.0499878,1.233893394,
,,594.2000122,1.273687482,
,,594.3400269,1.273258448,
,,594.6300049,1.144922495,
,,594.7800293,1.186450005,
,,595.0700073,1.179994583,
,,595.210022,1.183358312,
,,595.3599854,1.228777647,
,,595.6500244,1.101717114,
,,595.789978,1.101301432,
,,595.9400024,1.144932508,
,,596.2299805,1.167781591,
,,596.3699951,1.064876556,
,,596.5200195,1.09134841,
,,596.8099976,1.04693234,
,,596.9500122,1.084024191,
,,597.2399902,1.014030576,
,,597.3900146,1.023263812,
,,597.5300293,1.062930465,
,,597.8200073,0.9329808354,
,,597.9699707,1.1084584,
,,598.2600098,1.046451211,
,,598.4000244,1.052397966,
,,598.5499878,0.9761678576,
,,598.8400269,1.071838498,
,,598.9799805,1.103955746,
,,599.1300049,0.9978369474,
,,599.4199829,0.9892276525,
,,599.5599976,0.8864743114,
,,599.8499756,1.008033395,
,,600,1.003762484,

50:50 1but:aceto + 5M H2O,
50:50 1but:aceto + 5M H2O
Collection Time: 2/10/2020 2:30:32 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 1/22/2018 6:55:00 PM
Method Modifications:
Em. Slit Width (nm): Changed: 2/10/2020 2:30:11 PM, Old:5, New:1.5
Scan Control Changed: 2/10/2020 2:30:11 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 2/10/2020 2:30:11 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 2/10/2020 2:30:11 PM, Old: 350.00, New: 366.00
Data interval: Changed: 2/10/2020 2:30:11 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 2/10/2020 2:30:11 PM, Old: 400.00, New: 380.00
End Method Modifications

pyranine in 50:50 mol% 1but:acetonitrile + 5M H2O,
pyranine in 50:50 mol% 1but:acetonitrile + 5M H2O
Collection Time: 2/10/2020 3:01:35 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\Public\Documents\Agilent\Cary Eclipse WInFLR\Default.FMSW
Date/Time stamp: 1/22/2018 6:55:00 PM
Method Modifications:
Em. Slit Width (nm): Changed: 2/10/2020 2:30:11 PM, Old:5, New:1.5
Scan Control Changed: 2/10/2020 2:30:11 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 2/10/2020 2:30:11 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 2/10/2020 2:30:11 PM, Old: 350.00, New: 366.00
Data interval: Changed: 2/10/2020 2:30:11 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 2/10/2020 2:30:11 PM, Old: 400.00, New: 380.00
End Method Modifications

