Pyranine in 10M Water w/ 70:30 mol% 1-butanol:acetonitrile,,
Wavelength (nm),Intensity (a.u.),
595.0700073,1.333046675,
595.210022,1.280123234,
595.3599854,1.240463972,
595.6500244,1.353205204,
595.789978,1.258288383,
595.9400024,1.244439006,
596.2299805,1.230041862,
596.3699951,1.242100477,
596.5200195,1.24309063,
596.8099976,1.033980608,
596.9500122,1.240096092,
597.2399902,1.177597523,
597.3900146,1.19908452,
597.5300293,1.160702944,
597.8200073,1.163831711,
597.9699707,1.138051033,
598.2600098,1.072066069,
598.4000244,1.117912531,
598.5499878,1.027399302,
598.8400269,1.10123539,
598.9799805,1.036406875,
599.1300049,1.051269531,
599.4199829,1.096849322,
599.5599976,1.079933286,
599.8499756,0.9150435925,
600,0.9492588639,

Pyranine in 10M Water w/ 70:30 mol% 1-butanol:acetonitrile,
Pyranine in 10M Water w/ 70:30 mol% 1-butanol:acetonitrile
Collection Time: 2/7/2020 2:09:17 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          MY16370002
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        380.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               366.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     1.5
Scan rate (nm/min)                60.00
Data interval (nm)                0.2000
Averaging Time (s)                0.2000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 2/7/2020 2:07:54 PM
Method Modifications:
Em. Slit Width (nm): Changed: 2/7/2020 2:08:38 PM, Old:5, New:1.5
Scan Control Changed: 2/7/2020 2:08:38 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 2/7/2020 2:08:38 PM, Old:0.10000, New:0.20000
Excitation Wavelength Changed: 2/7/2020 2:08:38 PM, Old: 350.00, New: 366.00
Data interval: Changed: 2/7/2020 2:08:38 PM, Old:   1.00, New:   0.20
Emission Wavelength Changed: 2/7/2020 2:08:38 PM, Old: 400.00, New: 380.00
End Method Modifications

