-9.840e-07,0.0013125
-9.838e-07,0.001225
-9.836e-07,0.00126875
-9.834e-07,0.00160938
-9.832e-07,0.00156875
-9.830e-07,0.00157813
-9.828e-07,0.00134062
-9.826e-07,0.00144063
-9.824e-07,0.00150937
-9.822e-07,0.00155
-9.820e-07,0.00151875
-9.818e-07,0.00145938
-9.816e-07,0.00139063
-9.814e-07,0.00144063
-9.812e-07,0.00131875
-9.810e-07,0.0015375
-9.808e-07,0.0014875
-9.806e-07,0.00167188
-9.804e-07,0.00134375
-9.802e-07,0.00148125
-9.800e-07,0.00175625
-9.798e-07,0.00146875
-9.796e-07,0.00152813
-9.794e-07,0.0015875
-9.792e-07,0.00148438
-9.790e-07,0.00145312
-9.788e-07,0.00160625
-9.786e-07,0.0014125
-9.784e-07,0.00154688
-9.782e-07,0.00157813
-9.780e-07,0.00171563
-9.778e-07,0.001625
-9.776e-07,0.00165938
-9.774e-07,0.00141563
-9.772e-07,0.00167188
-9.770e-07,0.00156875
-9.768e-07,0.00146875
-9.766e-07,0.00143125
-9.764e-07,0.00167188
-9.762e-07,0.0014625
-9.760e-07,0.00158125
-9.758e-07,0.00169375
-9.756e-07,0.00157813
-9.754e-07,0.00160938
-9.752e-07,0.00130625
-9.750e-07,0.00158125
-9.748e-07,0.00163438
-9.746e-07,0.0014
-9.744e-07,0.00140313
-9.742e-07,0.00144063
-9.740e-07,0.00160312
-9.738e-07,0.0016875
-9.736e-07,0.00174688
-9.734e-07,0.00158438
-9.732e-07,0.00124688
-9.730e-07,0.00131875
-9.728e-07,0.001325
-9.726e-07,0.0015625
-9.724e-07,0.00154375
-9.722e-07,0.00158438
-9.720e-07,0.00144375
-9.718e-07,0.00144063
-9.716e-07,0.00134687
-9.714e-07,0.0014125
-9.712e-07,0.00160625
-9.710e-07,0.00168125
-9.708e-07,0.001375
-9.706e-07,0.00132813
-9.704e-07,0.00146875
-9.702e-07,0.0014875
-9.700e-07,0.00167813
-9.698e-07,0.00175313
-9.696e-07,0.00169688
-9.694e-07,0.00173125
-9.692e-07,0.0014875
-9.690e-07,0.00120625
-9.688e-07,0.00150625
-9.686e-07,0.0016
-9.684e-07,0.00166875
-9.682e-07,0.0015875
-9.680e-07,0.00152188
-9.678e-07,0.00134687
-9.676e-07,0.001475
-9.674e-07,0.00155312
-9.672e-07,0.00165313
-9.670e-07,0.00169688
-9.668e-07,0.00156563
-9.666e-07,0.00158438
-9.664e-07,0.00132188
-9.662e-07,0.00135625
-9.660e-07,0.00165625
-9.658e-07,0.00153438
-9.656e-07,0.00137187
-9.654e-07,0.00121562
-9.652e-07,0.0016375
-9.650e-07,0.0014875
-9.648e-07,0.00131563
-9.646e-07,0.00164375
-9.644e-07,0.00156563
-9.642e-07,0.00136875
-9.640e-07,0.0015375
-9.638e-07,0.00130937
-9.636e-07,0.00129375
-9.634e-07,0.00147188
-9.632e-07,0.00150937
-9.630e-07,0.001475
-9.628e-07,0.0014125
-9.626e-07,0.00164688
-9.624e-07,0.00162188
-9.622e-07,0.00170313
-9.620e-07,0.00148438
-9.618e-07,0.00117813
-9.616e-07,0.00146563
-9.614e-07,0.00139063
-9.612e-07,0.00159688
-9.610e-07,0.00154688
-9.608e-07,0.00146563
-9.606e-07,0.0012875
-9.604e-07,0.00150937
-9.602e-07,0.00115312
-9.600e-07,0.00140625
-9.598e-07,0.00134687
-9.596e-07,0.00119687
-9.594e-07,0.00140313
-9.592e-07,0.00140313
-9.590e-07,0.00155625
-9.588e-07,0.00141875
-9.586e-07,0.00145
-9.584e-07,0.00149375
-9.582e-07,0.00137187
-9.580e-07,0.00167813
-9.578e-07,0.00174062
-9.576e-07,0.0016
-9.574e-07,0.00142813
-9.572e-07,0.00130313
-9.570e-07,0.0014125
-9.568e-07,0.00115938
-9.566e-07,0.00136875
-9.564e-07,0.00145938
-9.562e-07,0.00125625
-9.560e-07,0.001275
-9.558e-07,0.00172813
-9.556e-07,0.001575
-9.554e-07,0.0016
-9.552e-07,0.00138125
-9.550e-07,0.00135
-9.548e-07,0.00158125
-9.546e-07,0.00153125
-9.544e-07,0.0018
-9.542e-07,0.00159063
-9.540e-07,0.00152813
-9.538e-07,0.00151875
-9.536e-07,0.00123438
-9.534e-07,0.00142813
-9.532e-07,0.001525
-9.530e-07,0.00167188
-9.528e-07,0.00151875
-9.526e-07,0.00181875
-9.524e-07,0.00149062
-9.522e-07,0.0015
-9.520e-07,0.00161875
-9.518e-07,0.00162813
-9.516e-07,0.00163438
-9.514e-07,0.00159063
-9.512e-07,0.00139688
-9.510e-07,0.00136563
