-9.840e-07,0.001325
-9.838e-07,0.00167188
-9.836e-07,0.00155938
-9.834e-07,0.00170313
-9.832e-07,0.00155
-9.830e-07,0.00158125
-9.828e-07,0.00157813
-9.826e-07,0.00145938
-9.824e-07,0.00149062
-9.822e-07,0.0016875
-9.820e-07,0.0012375
-9.818e-07,0.00165
-9.816e-07,0.00137813
-9.814e-07,0.00120625
-9.812e-07,0.001125
-9.810e-07,0.00135312
-9.808e-07,0.00116875
-9.806e-07,0.0012375
-9.804e-07,0.00128125
-9.802e-07,0.00133125
-9.800e-07,0.000875
-9.798e-07,0.001475
-9.796e-07,0.0011125
-9.794e-07,0.0014875
-9.792e-07,0.00130313
-9.790e-07,0.0013
-9.788e-07,0.00110938
-9.786e-07,0.00119063
-9.784e-07,0.00093125
-9.782e-07,0.00139688
-9.780e-07,0.001525
-9.778e-07,0.00159375
-9.776e-07,0.00139063
-9.774e-07,0.000996875
-9.772e-07,0.00094375
-9.770e-07,0.00119063
-9.768e-07,0.00107813
-9.766e-07,0.00136563
-9.764e-07,0.00147188
-9.762e-07,0.00179688
-9.760e-07,0.00133125
-9.758e-07,0.00158125
-9.756e-07,0.00168438
-9.754e-07,0.00151875
-9.752e-07,0.0013875
-9.750e-07,0.00149688
-9.748e-07,0.001575
-9.746e-07,0.00157813
-9.744e-07,0.00134375
-9.742e-07,0.00176563
-9.740e-07,0.0016125
-9.738e-07,0.0015625
-9.736e-07,0.00138437
-9.734e-07,0.00139688
-9.732e-07,0.00133438
-9.730e-07,0.0014125
-9.728e-07,0.00130625
-9.726e-07,0.001625
-9.724e-07,0.00140625
-9.722e-07,0.00143438
-9.720e-07,0.00138125
-9.718e-07,0.00138125
-9.716e-07,0.00139375
-9.714e-07,0.00120313
-9.712e-07,0.00125938
-9.710e-07,0.00169688
-9.708e-07,0.00147188
-9.706e-07,0.00135625
-9.704e-07,0.00135625
-9.702e-07,0.00137187
-9.700e-07,0.00111563
-9.698e-07,0.001625
-9.696e-07,0.00136563
-9.694e-07,0.00147813
-9.692e-07,0.00110313
-9.690e-07,0.00117813
-9.688e-07,0.0012875
-9.686e-07,0.00138437
-9.684e-07,0.0010625
-9.682e-07,0.00139375
-9.680e-07,0.00143125
-9.678e-07,0.00153438
-9.676e-07,0.001225
-9.674e-07,0.0011875
-9.672e-07,0.00100937
-9.670e-07,0.00140625
-9.668e-07,0.00111875
-9.666e-07,0.00146563
