SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Feb 07 19:22:23 EST 2020
User: BHM
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H07074
Integration Time (usec): 1000000 (USB4H07074)
Spectra Averaged: 1 (USB4H07074)
Boxcar Smoothing: 0 (USB4H07074)
Correct for Electrical Dark: No (USB4H07074)
Strobe/Lamp Enabled: No (USB4H07074)
Correct for Detector Non-linearity: No (USB4H07074)
Correct for Stray Light: No (USB4H07074)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
194.67	1298.41
194.89	1298.41
195.11	1298.41
195.33	1290.22
195.55	1255.40
195.77	2432.99
195.99	2435.03
196.21	1894.37
196.42	2056.16
196.64	2375.64
196.86	2316.25
197.08	2084.83
197.30	2291.68
197.52	2215.90
197.74	2113.50
197.96	1978.34
198.18	2084.83
198.40	2303.96
198.61	2510.81
198.83	2379.74
199.05	2244.57
199.27	2334.68
199.49	2656.22
199.71	2471.90
199.93	2222.05
200.15	2455.51
200.37	2389.98
200.58	2025.44
200.80	2562.01
201.02	2516.95
201.24	2269.15
201.46	2353.12
201.68	2256.86
201.90	2277.34
202.12	2697.17
202.34	2449.37
202.55	2670.55
202.77	2381.79
202.99	2387.93
203.21	2406.36
203.43	2537.43
203.65	2459.61
203.87	2320.35
204.09	2465.75
204.30	2637.78
204.52	2643.93
204.74	2318.30
204.96	2263.01
205.18	2408.41
205.40	2541.53
205.62	2232.29
205.84	2557.91
206.05	2394.08
206.27	2584.54
206.49	2514.91
206.71	2207.71
206.93	2414.56
207.15	2570.20
207.37	2719.70
207.58	2379.74
207.80	2039.78
208.02	2377.69
208.24	2365.40
208.46	2240.48
208.68	2203.61
208.90	2715.61
209.11	2367.45
209.33	2117.60
209.55	2340.83
209.77	2306.01
209.99	2277.34
210.21	2269.15
210.43	2273.25
210.64	2482.14
210.86	2414.56
211.08	2072.54
211.30	2478.04
211.52	2459.61
211.74	2412.51
211.95	2197.47
212.17	2496.47
212.39	2461.66
212.61	2672.60
212.83	2166.75
213.05	2199.52
213.26	2553.82
213.48	2506.71
213.70	2236.38
213.92	2279.39
214.14	2605.02
214.36	2185.18
214.57	2123.74
214.79	2478.04
215.01	2590.68
215.23	2662.36
215.45	2416.60
215.67	2234.33
215.88	2650.07
216.10	2514.91
216.32	1920.99
216.54	2095.07
216.76	2428.89
216.97	2371.55
217.19	2099.17
217.41	2351.07
217.63	2502.62
217.85	2600.92
218.07	2121.70
218.28	2535.39
218.50	2637.78
218.72	2414.56
218.94	2279.39
219.16	2459.61
219.37	2355.16
219.59	2549.72
219.81	2093.02
220.03	2250.72
220.25	2516.95
220.46	2742.23
220.68	2226.14
220.90	2232.29
221.12	2490.33
221.34	2371.55
221.55	2279.39
221.77	1990.63
221.99	2170.85
222.21	2346.97
222.43	2611.16
222.64	2080.74
222.86	2643.93
223.08	2252.77
223.30	2308.06
223.52	2267.10
223.73	2514.91
223.95	2799.57
224.17	2232.29
224.39	2211.81
224.60	2461.66
224.82	2293.72
225.04	2277.34
225.26	2187.23
225.48	2199.52
225.69	2574.30
225.91	2248.67
226.13	2684.89
226.35	2473.95
226.56	2371.55
226.78	2142.18
227.00	2140.13
227.22	2521.05
227.44	2514.91
227.65	2193.37
227.87	2312.16
228.09	2330.59
228.31	2625.50
228.52	2142.18
228.74	2187.23
228.96	2541.53
229.18	2318.30
229.39	2402.27
229.61	2066.40
229.83	2289.63
230.05	2437.08
230.26	2713.56
230.48	2375.64
230.70	2531.29
230.92	2256.86
231.13	2207.71
231.35	2297.82
231.57	2334.68
231.79	2555.86
232.00	2238.43
232.22	2095.07
232.44	2416.60
232.66	2576.34
232.87	2316.25
233.09	2263.01
233.31	2678.74
233.53	2396.12
233.74	2408.41
233.96	2475.99
234.18	2359.26
234.40	2371.55
234.61	2248.67
234.83	2164.70
235.05	2502.62
235.27	2527.19
235.48	2199.52
235.70	2383.84
235.92	2306.01
236.14	2478.04
236.35	2244.57
236.57	2478.04
236.79	2559.96
237.00	2359.26
237.22	2246.62
237.44	2416.60
237.66	2357.21
237.87	2670.55
238.09	2101.22
238.31	1996.77
238.53	2363.36
238.74	2451.42
238.96	2215.90
239.18	2205.66
239.39	2281.44
239.61	2594.78
239.83	2269.15
240.05	2203.61
240.26	2263.01
240.48	2549.72
240.70	2285.53
240.91	2418.65
241.13	2349.02
241.35	2158.56
241.56	2228.19
241.78	2291.68
242.00	2475.99
242.22	2510.81
242.43	2578.39
242.65	2574.30
242.87	2463.71
243.08	2594.78
243.30	2295.77
243.52	2297.82
243.73	2809.81
243.95	2670.55
244.17	2267.10
244.39	2101.22
244.60	2516.95
244.82	2473.95
245.04	2191.33
245.25	2093.02
245.47	2394.08
245.69	2449.37
245.90	2170.85
246.12	1980.39
246.34	2502.62
246.55	2533.34
246.77	2559.96
246.99	2357.21
247.20	2369.50
247.42	2832.34
247.64	2099.17
247.86	1880.04
248.07	2662.36
248.29	2281.44
248.51	2256.86
248.72	2299.87
248.94	2445.27
249.16	2492.38
249.37	2131.94
249.59	2402.27
249.81	2232.29
250.02	2363.36
250.24	2447.32
250.46	2367.45
250.67	2613.21
250.89	2424.80
251.11	2029.54
251.32	2351.07
251.54	2484.19
