SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Feb 07 19:03:35 EST 2020
User: BHM
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H07074
Integration Time (usec): 1000000 (USB4H07074)
Spectra Averaged: 1 (USB4H07074)
Boxcar Smoothing: 0 (USB4H07074)
Correct for Electrical Dark: No (USB4H07074)
Strobe/Lamp Enabled: No (USB4H07074)
Correct for Detector Non-linearity: No (USB4H07074)
Correct for Stray Light: No (USB4H07074)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
194.67	1286.12
194.89	1286.12
195.11	1286.12
195.33	1226.73
195.55	1312.75
195.77	2265.05
195.99	2473.95
196.21	1957.86
196.42	2029.54
196.64	2312.16
196.86	2303.96
197.08	2066.40
197.30	2246.62
197.52	2093.02
197.74	1970.15
197.96	1976.29
198.18	2027.49
198.40	2254.81
198.61	2412.51
198.83	2301.92
199.05	2174.94
199.27	2246.62
199.49	2566.10
199.71	2414.56
199.93	2162.66
200.15	2383.84
200.37	2355.16
200.58	1961.95
200.80	2394.08
201.02	2445.27
201.24	2256.86
201.46	2281.44
201.68	2285.53
201.90	2246.62
202.12	2627.54
202.34	2375.64
202.55	2527.19
202.77	2328.54
202.99	2330.59
203.21	2271.20
203.43	2455.51
203.65	2398.17
203.87	2283.49
204.09	2375.64
204.30	2580.44
204.52	2691.03
204.74	2318.30
204.96	2183.13
205.18	2228.19
205.40	2449.37
205.62	2131.94
205.84	2482.14
206.05	2299.87
206.27	2463.71
206.49	2340.83
206.71	2293.72
206.93	2377.69
207.15	2527.19
207.37	2623.45
207.58	2392.03
207.80	2041.82
208.02	2248.67
208.24	2285.53
208.46	2068.45
208.68	2127.84
208.90	2586.58
209.11	2367.45
209.33	2056.16
209.55	2269.15
209.77	2117.60
209.99	2346.97
210.21	2215.90
210.43	2107.36
210.64	2490.33
210.86	2371.55
211.08	1964.00
211.30	2535.39
211.52	2420.70
211.74	2441.18
211.95	2111.46
212.17	2441.18
212.39	2367.45
212.61	2496.47
212.83	2082.78
213.05	2172.89
213.26	2373.60
213.48	2510.81
213.70	2060.26
213.92	2123.74
214.14	2525.15
214.36	2148.32
214.57	2041.82
214.79	2426.84
215.01	2461.66
215.23	2582.49
215.45	2224.09
215.67	2103.26
215.88	2553.82
216.10	2576.34
216.32	1996.77
216.54	2072.54
216.76	2299.87
216.97	2359.26
217.19	2076.64
217.41	2166.75
217.63	2392.03
217.85	2398.17
218.07	2039.78
218.28	2512.86
218.50	2551.77
218.72	2373.60
218.94	2133.98
219.16	2346.97
219.37	2269.15
219.59	2359.26
219.81	1990.63
220.03	2209.76
220.25	2426.84
220.46	2639.83
220.68	2148.32
220.90	2054.11
221.12	2349.02
221.34	2254.81
221.55	2238.43
221.77	2015.20
221.99	2197.47
222.21	2351.07
222.43	2447.32
222.64	2043.87
222.86	2584.54
223.08	2314.20
223.30	2164.70
223.52	2250.72
223.73	2404.32
223.95	2754.52
224.17	2240.48
224.39	2176.99
224.60	2459.61
224.82	2318.30
225.04	2107.36
225.26	2086.88
225.48	2191.33
225.69	2559.96
225.91	2142.18
226.13	2508.76
226.35	2361.31
226.56	2418.65
226.78	2011.11
227.00	2033.63
227.22	2392.03
227.44	2445.27
227.65	2103.26
227.87	2308.06
228.09	2379.74
228.31	2437.08
228.52	2228.19
228.74	2152.42
228.96	2471.90
229.18	2267.10
229.39	2426.84
229.61	2099.17
229.83	2240.48
230.05	2295.77
230.26	2553.82
230.48	2338.78
230.70	2527.19
230.92	2295.77
231.13	2144.22
231.35	2174.94
231.57	2310.11
231.79	2469.85
232.00	2140.13
232.22	1912.80
232.44	2361.31
232.66	2471.90
232.87	2330.59
233.09	2123.74
233.31	2514.91
233.53	2412.51
233.74	2248.67
233.96	2596.82
234.18	2281.44
234.40	2435.03
234.61	2037.73
234.83	2115.55
235.05	2486.23
235.27	2418.65
235.48	2019.30
235.70	2244.57
235.92	2359.26
236.14	2459.61
236.35	2111.46
236.57	2412.51
236.79	2494.43
237.00	2402.27
237.22	2121.70
237.44	2336.73
237.66	2260.96
237.87	2555.86
238.09	2064.35
238.31	2013.15
238.53	2242.53
238.74	2324.44
238.96	2170.85
239.18	2056.16
239.39	2224.09
239.61	2420.70
239.83	2297.82
240.05	2187.23
240.26	2179.04
240.48	2519.00
240.70	2263.01
240.91	2392.03
241.13	2306.01
241.35	2133.98
241.56	2176.99
241.78	2136.03
242.00	2389.98
242.22	2541.53
242.43	2414.56
242.65	2502.62
242.87	2394.08
243.08	2435.03
243.30	2211.81
243.52	2314.20
243.73	2801.62
243.95	2469.85
244.17	2158.56
