SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Fri Feb 07 18:43:57 EST 2020
User: BHM
Dark Spectrum Present: No
Reference Spectrum Present: No
Number of Sampled Component Spectra: 1
Spectrometers: USB4H07074
Integration Time (usec): 1000000 (USB4H07074)
Spectra Averaged: 1 (USB4H07074)
Boxcar Smoothing: 0 (USB4H07074)
Correct for Electrical Dark: No (USB4H07074)
Strobe/Lamp Enabled: No (USB4H07074)
Correct for Detector Non-linearity: No (USB4H07074)
Correct for Stray Light: No (USB4H07074)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
194.67	1112.05
194.89	1112.05
195.11	1112.05
195.33	1161.20
195.55	1177.58
195.77	2195.42
195.99	2222.05
196.21	1736.68
196.42	1933.28
196.64	2129.89
196.86	2191.33
197.08	1937.38
197.30	1986.53
197.52	1984.48
197.74	2000.87
197.96	1773.54
198.18	1886.18
198.40	2056.16
198.61	2199.52
198.83	2133.98
199.05	1933.28
199.27	2133.98
199.49	2369.50
199.71	2195.42
199.93	1923.04
200.15	2123.74
200.37	2166.75
200.58	1814.50
200.80	2265.05
201.02	2201.57
201.24	2123.74
201.46	2142.18
201.68	2054.11
201.90	2072.54
202.12	2316.25
202.34	2199.52
202.55	2234.33
202.77	2160.61
202.99	1982.43
203.21	2082.78
203.43	2164.70
203.65	2109.41
203.87	2172.89
204.09	2195.42
204.30	2312.16
204.52	2389.98
204.74	2197.47
204.96	1955.81
205.18	2037.73
205.40	2322.40
205.62	2054.11
205.84	2281.44
206.05	2250.72
206.27	2318.30
206.49	2295.77
206.71	2033.63
206.93	2185.18
207.15	2480.09
207.37	2291.68
207.58	2197.47
207.80	1861.60
208.02	2025.44
208.24	2181.09
208.46	1890.28
208.68	1947.62
208.90	2344.92
209.11	2230.24
209.33	1933.28
209.55	2047.97
209.77	2007.01
209.99	2117.60
210.21	2113.50
210.43	1927.14
210.64	2297.82
210.86	2174.94
211.08	1777.64
211.30	2234.33
211.52	2271.20
211.74	2152.42
211.95	1964.00
212.17	2226.14
212.39	2115.55
212.61	2209.76
212.83	1937.38
213.05	1892.32
213.26	2156.51
213.48	2131.94
213.70	1951.71
213.92	1992.67
214.14	2297.82
214.36	2015.20
214.57	1929.19
214.79	2287.58
215.01	2252.77
215.23	2488.28
215.45	2062.30
215.67	2090.98
215.88	2265.05
216.10	2357.21
216.32	1775.59
216.54	1828.84
216.76	2166.75
216.97	2119.65
217.19	1939.43
217.41	1984.48
217.63	2236.38
217.85	2279.39
218.07	1834.98
218.28	2222.05
218.50	2383.84
218.72	2287.58
218.94	1970.15
219.16	2099.17
219.37	2043.87
219.59	2340.83
219.81	1931.23
220.03	1916.90
220.25	2215.90
220.46	2242.53
220.68	2037.73
220.90	1929.19
221.12	2125.79
221.34	2090.98
221.55	1939.43
221.77	1849.32
221.99	2035.68
222.21	2207.71
222.43	2303.96
222.64	1890.28
222.86	2328.54
223.08	2127.84
223.30	2099.17
223.52	2043.87
223.73	2133.98
223.95	2562.01
224.17	1972.19
224.39	1888.23
224.60	2209.76
224.82	2140.13
225.04	1964.00
225.26	1959.91
225.48	2070.50
225.69	2392.03
225.91	1937.38
226.13	2316.25
226.35	2211.81
226.56	2174.94
226.78	1824.74
227.00	1910.75
227.22	2252.77
227.44	2158.56
227.65	1888.23
227.87	2082.78
228.09	2121.70
228.31	2267.10
228.52	1925.09
228.74	1865.70
228.96	2281.44
229.18	2097.12
229.39	2174.94
229.61	1912.80
229.83	2011.11
230.05	2066.40
230.26	2287.58
230.48	2095.07
230.70	2279.39
230.92	2095.07
231.13	2007.01
231.35	1992.67
231.57	2136.03
231.79	2254.81
232.00	1996.77
232.22	1812.45
232.44	2226.14
232.66	2310.11
232.87	2041.82
233.09	2009.06
233.31	2295.77
233.53	2166.75
233.74	2103.26
233.96	2213.85
234.18	2090.98
234.40	2232.29
234.61	1990.63
234.83	1869.80
235.05	2285.53
235.27	2211.81
235.48	1961.95
235.70	2004.96
235.92	2041.82
236.14	2310.11
236.35	2011.11
236.57	2103.26
236.79	2258.91
237.00	2176.99
237.22	2000.87
237.44	2148.32
237.66	2152.42
237.87	2387.93
238.09	1880.04
238.31	1781.73
238.53	2090.98
238.74	2174.94
238.96	1982.43
239.18	1951.71
239.39	2047.97
239.61	2258.91
239.83	2082.78
240.05	1937.38
240.26	2027.49
240.48	2402.27
240.70	2191.33
240.91	2203.61
241.13	2105.31
241.35	1925.09
241.56	1925.09
241.78	1976.29
242.00	2217.95
242.22	2191.33
242.43	2230.24
242.65	2254.81
242.87	2154.46
243.08	2279.39
243.30	1908.71
243.52	2076.64
243.73	2514.91
243.95	2289.63
244.17	2017.25
244.39	1916.90
244.60	2217.95
244.82	2125.79
245.04	1937.38
245.25	1818.60
245.47	2076.64
245.69	2105.31
245.90	1869.80
246.12	1738.73
246.34	2312.16
246.55	2193.37
246.77	2275.29
246.99	2133.98
247.20	2033.63
247.42	2488.28
247.64	1781.73
247.86	1740.77
248.07	2312.16
248.29	2168.80
248.51	1951.71
248.72	2009.06
248.94	2220.00
249.16	2115.55
249.37	1855.46
249.59	2154.46
